date;heure;RUR-SE;AUT;VITRY;NEUIL;EIFF3;AUB
;;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3
15/08/2013;5;0;1;0;0;n/d;0
15/08/2013;6;0;1;0;0;n/d;0
15/08/2013;7;0;1;0;0;n/d;0
15/08/2013;8;0;1;0;0;n/d;0
15/08/2013;9;0;0;0;0;n/d;0
15/08/2013;10;0;0;0;0;n/d;0
15/08/2013;11;0;0;0;0;n/d;0
15/08/2013;12;0;0;0;0;n/d;0
15/08/2013;13;0;0;0;0;n/d;0
15/08/2013;14;0;0;0;0;n/d;0
15/08/2013;15;0;0;0;0;n/d;0
15/08/2013;16;0;0;0;0;n/d;0
15/08/2013;17;0;0;0;0;n/d;0
15/08/2013;18;0;0;0;0;n/d;0
15/08/2013;19;0;0;0;0;n/d;0
15/08/2013;20;0;2;0;0;n/d;0
15/08/2013;21;0;1;0;0;n/d;0
15/08/2013;22;0;1;0;0;n/d;2
15/08/2013;23;0;1;0;0;n/d;0
15/08/2013;24;0;1;0;0;n/d;0
16/08/2013;1;0;1;0;0;n/d;0
16/08/2013;2;0;1;0;0;n/d;0
16/08/2013;3;0;1;0;0;n/d;0
16/08/2013;4;0;2;0;0;n/d;0
16/08/2013;5;0;2;0;0;n/d;0
16/08/2013;6;0;3;0;1;n/d;0
16/08/2013;7;0;2;1;0;n/d;0
16/08/2013;8;0;1;0;0;n/d;1
16/08/2013;9;0;1;1;0;n/d;0
16/08/2013;10;0;0;0;0;n/d;0
16/08/2013;11;0;0;0;0;n/d;0
16/08/2013;12;0;0;0;0;n/d;0
16/08/2013;13;0;0;0;0;n/d;0
16/08/2013;14;0;0;0;0;n/d;0
16/08/2013;15;0;0;0;0;n/d;0
16/08/2013;16;0;0;0;0;n/d;0
16/08/2013;17;0;0;0;0;n/d;0
16/08/2013;18;0;1;0;0;n/d;0
16/08/2013;19;0;1;0;0;n/d;0
16/08/2013;20;0;1;0;0;n/d;1
16/08/2013;21;0;1;0;0;n/d;1
16/08/2013;22;0;1;0;0;n/d;2
16/08/2013;23;0;0;0;0;n/d;0
16/08/2013;24;0;0;0;0;n/d;0
17/08/2013;1;0;0;0;0;n/d;0
17/08/2013;2;0;0;0;0;n/d;0
17/08/2013;3;0;0;0;0;n/d;0
17/08/2013;4;0;1;0;0;n/d;0
17/08/2013;5;0;1;0;0;n/d;0
17/08/2013;6;0;1;0;0;n/d;0
17/08/2013;7;0;0;0;0;n/d;0
17/08/2013;8;0;0;0;0;n/d;0
17/08/2013;9;0;0;0;0;n/d;0
17/08/2013;10;0;0;0;0;n/d;0
17/08/2013;11;0;0;0;0;n/d;0
17/08/2013;12;0;0;0;0;n/d;0
17/08/2013;13;0;0;0;0;n/d;0
17/08/2013;14;0;0;0;0;n/d;0
17/08/2013;15;0;0;0;0;n/d;0
17/08/2013;16;0;0;0;0;n/d;0
17/08/2013;17;0;0;0;0;n/d;0
17/08/2013;18;0;0;0;0;n/d;0
17/08/2013;19;0;0;0;0;n/d;0
17/08/2013;20;0;0;0;0;n/d;0
17/08/2013;21;0;0;0;0;n/d;0
17/08/2013;22;0;1;0;0;n/d;0
17/08/2013;23;0;0;0;0;n/d;0
17/08/2013;24;0;0;0;0;n/d;0
18/08/2013;1;0;0;0;0;n/d;0
18/08/2013;2;0;0;0;0;n/d;0
18/08/2013;3;0;0;0;0;n/d;0
18/08/2013;4;0;0;0;0;n/d;0
18/08/2013;5;0;0;0;0;n/d;0
18/08/2013;6;0;0;0;0;n/d;0
18/08/2013;7;0;0;0;0;n/d;0
18/08/2013;8;0;0;0;0;n/d;0
18/08/2013;9;0;0;0;0;n/d;0
18/08/2013;10;0;0;0;0;n/d;0
18/08/2013;11;0;0;0;0;n/d;0
18/08/2013;12;0;0;0;0;n/d;0
18/08/2013;13;0;0;0;0;n/d;0
18/08/2013;14;0;0;0;0;n/d;0
18/08/2013;15;0;0;0;0;n/d;0
18/08/2013;16;0;0;0;0;n/d;0
18/08/2013;17;0;0;0;0;n/d;0
18/08/2013;18;0;0;0;0;n/d;0
18/08/2013;19;0;0;0;0;n/d;0
18/08/2013;20;0;0;0;0;n/d;0
18/08/2013;21;0;0;0;0;n/d;0
18/08/2013;22;0;1;0;0;n/d;0
18/08/2013;23;0;0;0;0;n/d;0
18/08/2013;24;0;0;0;0;n/d;0
19/08/2013;1;0;0;0;0;n/d;0
19/08/2013;2;0;0;0;0;n/d;0
19/08/2013;3;0;0;0;0;n/d;0
19/08/2013;4;0;0;0;0;n/d;0
19/08/2013;5;0;1;0;0;n/d;0
19/08/2013;6;0;2;0;0;n/d;0
19/08/2013;7;0;1;0;0;n/d;0
19/08/2013;8;0;0;0;0;n/d;0
19/08/2013;9;0;0;0;0;n/d;0
19/08/2013;10;0;0;0;0;n/d;0
19/08/2013;11;0;0;0;0;n/d;0
19/08/2013;12;0;0;0;0;n/d;0
19/08/2013;13;0;0;0;0;n/d;0
19/08/2013;14;0;0;0;0;n/d;0
19/08/2013;15;0;0;0;0;n/d;0
19/08/2013;16;0;0;0;0;n/d;0
19/08/2013;17;0;0;0;0;n/d;0
19/08/2013;18;0;0;0;0;n/d;0
19/08/2013;19;0;0;0;0;n/d;0
19/08/2013;20;0;1;0;0;n/d;0
19/08/2013;21;0;1;0;0;n/d;0
19/08/2013;22;0;1;0;0;n/d;0
19/08/2013;23;0;0;0;0;n/d;0
19/08/2013;24;0;0;0;0;n/d;0
20/08/2013;1;0;0;0;0;n/d;0
20/08/2013;2;0;0;0;0;n/d;0
20/08/2013;3;0;1;0;0;n/d;0
20/08/2013;4;0;1;0;0;n/d;0
20/08/2013;5;0;2;0;0;n/d;0
20/08/2013;6;0;2;0;0;n/d;0
20/08/2013;7;0;1;0;0;n/d;0
20/08/2013;8;0;1;0;0;n/d;0
20/08/2013;9;0;1;n/d;0;n/d;0
20/08/2013;10;0;3;n/d;n/d;n/d;0
20/08/2013;11;0;3;16;n/d;n/d;0
20/08/2013;12;0;3;4;3;n/d;4
20/08/2013;13;0;5;0;5;n/d;12
20/08/2013;14;0;4;0;10;n/d;13
20/08/2013;15;0;5;13;9;n/d;10
20/08/2013;16;0;8;51;12;n/d;6
20/08/2013;17;0;7;70;8;n/d;1
20/08/2013;18;0;5;30;3;n/d;0
20/08/2013;19;0;2;1;1;n/d;0
20/08/2013;20;0;1;0;1;n/d;0
20/08/2013;21;0;1;0;1;n/d;0
20/08/2013;22;0;1;0;1;n/d;0
20/08/2013;23;0;0;0;1;n/d;0
20/08/2013;24;0;1;0;1;n/d;0
21/08/2013;1;0;0;0;0;n/d;0
21/08/2013;2;0;0;0;0;n/d;0
21/08/2013;3;0;1;0;0;n/d;0
21/08/2013;4;0;1;0;0;n/d;0
21/08/2013;5;0;2;0;0;n/d;0
21/08/2013;6;0;2;0;0;n/d;0
21/08/2013;7;0;2;0;0;n/d;0
21/08/2013;8;1;2;2;1;n/d;0
21/08/2013;9;1;3;20;2;n/d;1
21/08/2013;10;1;2;42;0;n/d;1
21/08/2013;11;n/d;2;28;0;n/d;0
21/08/2013;12;0;2;31;0;n/d;0
21/08/2013;13;0;2;15;0;n/d;0
21/08/2013;14;0;2;21;0;n/d;0
21/08/2013;15;0;2;25;0;n/d;0
21/08/2013;16;0;2;24;0;n/d;0
21/08/2013;17;0;2;16;0;n/d;0
21/08/2013;18;1;2;15;0;n/d;0
21/08/2013;19;0;2;2;0;n/d;0
21/08/2013;20;0;2;0;0;n/d;0
21/08/2013;21;0;2;0;0;n/d;0
21/08/2013;22;0;2;1;0;n/d;1
21/08/2013;23;0;1;0;0;n/d;0
21/08/2013;24;0;1;0;0;n/d;0
22/08/2013;1;0;2;0;0;n/d;0
22/08/2013;2;0;2;0;0;n/d;0
22/08/2013;3;0;2;0;1;n/d;0
22/08/2013;4;0;2;0;0;n/d;0
22/08/2013;5;0;2;0;0;n/d;0
22/08/2013;6;0;2;0;1;n/d;0
22/08/2013;7;0;2;2;1;n/d;0
22/08/2013;8;0;2;5;1;n/d;0
22/08/2013;9;0;n/d;n/d;1;n/d;0
22/08/2013;10;0;n/d;n/d;1;n/d;0
22/08/2013;11;0;2;n/d;0;n/d;0
22/08/2013;12;0;1;n/d;0;n/d;0
22/08/2013;13;0;1;n/d;0;n/d;0
22/08/2013;14;0;1;0;0;n/d;0
22/08/2013;15;0;1;9;0;n/d;0
22/08/2013;16;0;1;7;0;n/d;0
22/08/2013;17;0;1;7;0;n/d;0
22/08/2013;18;0;1;14;0;n/d;0
22/08/2013;19;0;1;2;0;n/d;0
22/08/2013;20;0;1;0;0;n/d;0
22/08/2013;21;0;1;0;0;n/d;0
22/08/2013;22;0;1;0;0;n/d;0
22/08/2013;23;0;1;0;0;n/d;0
22/08/2013;24;0;0;0;0;n/d;0
23/08/2013;1;0;1;3;0;n/d;0
23/08/2013;2;0;0;1;0;n/d;n/d
23/08/2013;3;0;0;0;0;n/d;0
23/08/2013;4;0;1;0;1;n/d;0
23/08/2013;5;0;2;0;1;n/d;0
23/08/2013;6;0;2;0;2;n/d;0
23/08/2013;7;0;2;2;2;n/d;0
23/08/2013;8;0;2;3;3;n/d;1
23/08/2013;9;0;2;3;3;n/d;2
23/08/2013;10;0;2;3;2;n/d;2
23/08/2013;11;0;3;0;1;n/d;0
23/08/2013;12;0;9;0;10;n/d;0
23/08/2013;13;0;1;2;16;n/d;0
23/08/2013;14;0;1;0;1;n/d;3
23/08/2013;15;0;1;0;0;n/d;10
23/08/2013;16;0;0;0;0;n/d;2
23/08/2013;17;0;0;0;0;n/d;4
23/08/2013;18;0;1;0;0;n/d;4
23/08/2013;19;0;0;0;3;n/d;0
23/08/2013;20;0;0;0;0;n/d;0
23/08/2013;21;0;0;0;1;n/d;0
23/08/2013;22;0;1;0;1;n/d;0
23/08/2013;23;0;1;0;0;n/d;0
23/08/2013;24;0;0;0;0;n/d;0
24/08/2013;1;0;0;0;0;n/d;0
24/08/2013;2;0;0;0;0;n/d;0
24/08/2013;3;0;0;0;0;n/d;0
24/08/2013;4;0;0;0;0;n/d;0
24/08/2013;5;0;0;0;0;n/d;0
24/08/2013;6;0;0;0;0;n/d;0
24/08/2013;7;0;0;0;0;n/d;0
24/08/2013;8;0;0;0;0;n/d;0
24/08/2013;9;0;0;0;0;n/d;0
24/08/2013;10;0;0;0;n/d;n/d;0
24/08/2013;11;0;0;0;0;n/d;0
24/08/2013;12;0;0;0;0;n/d;0
24/08/2013;13;0;0;0;0;n/d;0
24/08/2013;14;0;0;0;0;n/d;0
24/08/2013;15;0;0;0;0;n/d;0
24/08/2013;16;0;0;0;0;n/d;0
24/08/2013;17;0;0;0;0;n/d;0
24/08/2013;18;0;0;0;0;n/d;0
24/08/2013;19;0;0;0;0;n/d;0
24/08/2013;20;0;0;0;0;n/d;0
24/08/2013;21;0;0;0;0;n/d;0
24/08/2013;22;0;0;0;0;n/d;0
24/08/2013;23;0;0;0;0;n/d;0
24/08/2013;24;0;0;0;0;n/d;0
25/08/2013;1;0;0;0;0;n/d;0
25/08/2013;2;0;0;0;0;n/d;0
25/08/2013;3;0;0;0;0;n/d;0
25/08/2013;4;0;0;0;0;n/d;0
25/08/2013;5;0;0;0;0;n/d;0
25/08/2013;6;0;0;0;n/d;n/d;0
25/08/2013;7;0;0;0;n/d;n/d;0
25/08/2013;8;0;0;0;n/d;n/d;0
25/08/2013;9;0;0;0;0;n/d;0
25/08/2013;10;0;0;0;n/d;n/d;0
25/08/2013;11;0;0;0;0;n/d;0
25/08/2013;12;0;0;0;n/d;n/d;0
25/08/2013;13;0;0;0;n/d;n/d;0
25/08/2013;14;0;0;0;0;n/d;0
25/08/2013;15;0;0;0;0;n/d;0
25/08/2013;16;0;0;0;n/d;n/d;0
25/08/2013;17;0;0;0;0;n/d;0
25/08/2013;18;0;0;0;0;n/d;0
25/08/2013;19;0;0;0;n/d;n/d;0
25/08/2013;20;0;0;0;0;n/d;0
25/08/2013;21;0;0;0;n/d;n/d;0
25/08/2013;22;0;0;0;0;n/d;0
25/08/2013;23;0;0;0;n/d;n/d;0
25/08/2013;24;0;0;0;0;n/d;0
26/08/2013;1;0;0;0;0;n/d;0
26/08/2013;2;0;0;0;0;n/d;0
26/08/2013;3;0;0;0;0;n/d;0
26/08/2013;4;0;0;0;0;n/d;0
26/08/2013;5;0;1;0;0;n/d;0
26/08/2013;6;0;1;0;0;n/d;0
26/08/2013;7;0;1;0;0;n/d;0
26/08/2013;8;0;0;0;0;n/d;0
26/08/2013;9;0;0;0;0;n/d;0
26/08/2013;10;1;0;0;1;n/d;0
26/08/2013;11;3;0;0;2;n/d;0
26/08/2013;12;1;1;1;2;n/d;0
26/08/2013;13;0;1;1;2;n/d;0
26/08/2013;14;0;1;0;2;n/d;0
26/08/2013;15;0;1;0;2;n/d;0
26/08/2013;16;0;1;0;2;n/d;0
26/08/2013;17;0;2;1;3;n/d;0
26/08/2013;18;0;2;3;3;n/d;0
26/08/2013;19;0;2;2;3;n/d;0
26/08/2013;20;0;1;1;3;n/d;0
26/08/2013;21;0;1;1;3;n/d;0
26/08/2013;22;0;1;1;2;n/d;0
26/08/2013;23;0;0;1;2;n/d;0
26/08/2013;24;0;0;0;2;n/d;0
27/08/2013;1;0;0;0;0;n/d;0
27/08/2013;2;0;0;0;0;n/d;0
27/08/2013;3;0;0;0;0;n/d;0
27/08/2013;4;0;0;0;0;n/d;0
27/08/2013;5;0;1;0;0;n/d;0
27/08/2013;6;0;1;0;0;n/d;0
27/08/2013;7;0;1;3;1;n/d;0
27/08/2013;8;0;1;4;1;n/d;0
27/08/2013;9;0;1;4;1;n/d;0
27/08/2013;10;0;1;2;2;n/d;0
27/08/2013;11;0;1;1;1;n/d;0
27/08/2013;12;0;1;0;1;n/d;0
27/08/2013;13;0;1;0;1;n/d;0
27/08/2013;14;0;1;0;1;n/d;0
27/08/2013;15;0;1;0;1;n/d;0
27/08/2013;16;0;1;0;0;n/d;0
27/08/2013;17;2;1;0;2;n/d;0
27/08/2013;18;0;1;0;1;n/d;0
27/08/2013;19;0;1;0;1;n/d;0
27/08/2013;20;1;0;0;1;n/d;0
27/08/2013;21;3;0;0;1;n/d;0
27/08/2013;22;1;0;0;0;n/d;0
27/08/2013;23;0;0;0;1;n/d;0
27/08/2013;24;0;0;0;0;n/d;0
28/08/2013;1;0;0;0;0;n/d;0
28/08/2013;2;0;0;0;0;n/d;0
28/08/2013;3;0;0;0;0;n/d;0
28/08/2013;4;0;0;0;0;n/d;0
28/08/2013;5;0;1;0;0;n/d;0
28/08/2013;6;0;2;0;0;n/d;0
28/08/2013;7;0;1;2;0;n/d;0
28/08/2013;8;0;1;6;0;n/d;0
28/08/2013;9;1;1;6;0;n/d;1
28/08/2013;10;1;2;9;1;n/d;1
28/08/2013;11;1;1;6;0;n/d;1
28/08/2013;12;0;1;2;0;n/d;0
28/08/2013;13;0;2;0;0;n/d;0
28/08/2013;14;0;1;0;0;n/d;0
28/08/2013;15;0;1;0;0;n/d;0
28/08/2013;16;0;1;0;0;n/d;0
28/08/2013;17;0;1;0;0;n/d;0
28/08/2013;18;0;1;0;0;n/d;0
28/08/2013;19;0;0;0;0;n/d;0
28/08/2013;20;0;1;0;0;n/d;0
28/08/2013;21;0;0;0;0;n/d;0
28/08/2013;22;0;0;0;0;n/d;1
28/08/2013;23;0;0;0;0;n/d;0
28/08/2013;24;0;0;0;0;n/d;0
29/08/2013;1;0;0;0;0;n/d;0
29/08/2013;2;0;0;0;0;n/d;0
29/08/2013;3;0;0;0;0;n/d;0
29/08/2013;4;0;1;0;0;n/d;0
29/08/2013;5;0;1;0;0;n/d;0
29/08/2013;6;0;2;0;0;n/d;0
29/08/2013;7;0;1;0;0;n/d;0
29/08/2013;8;0;1;1;1;n/d;0
29/08/2013;9;3;1;3;2;n/d;1
29/08/2013;10;1;1;3;1;n/d;n/d
29/08/2013;11;0;2;3;2;n/d;0
29/08/2013;12;0;1;1;0;n/d;0
29/08/2013;13;0;1;0;0;n/d;0
29/08/2013;14;0;1;0;0;n/d;0
29/08/2013;15;0;1;0;0;n/d;0
29/08/2013;16;0;0;0;0;n/d;0
29/08/2013;17;0;0;0;0;n/d;0
29/08/2013;18;0;1;0;0;n/d;0
29/08/2013;19;0;2;0;0;n/d;0
29/08/2013;20;0;2;0;0;n/d;0
29/08/2013;21;0;2;0;0;n/d;0
29/08/2013;22;0;1;0;0;n/d;0
29/08/2013;23;0;1;0;0;n/d;0
29/08/2013;24;0;1;0;0;n/d;0
30/08/2013;1;0;0;0;0;n/d;0
30/08/2013;2;0;0;0;0;n/d;0
30/08/2013;3;0;1;0;0;n/d;0
30/08/2013;4;0;1;0;0;n/d;0
30/08/2013;5;0;2;0;0;n/d;0
30/08/2013;6;0;2;0;0;n/d;0
30/08/2013;7;0;2;0;0;n/d;0
30/08/2013;8;0;1;0;1;n/d;0
30/08/2013;9;3;1;0;0;n/d;0
30/08/2013;10;4;1;0;0;n/d;0
30/08/2013;11;2;1;0;0;n/d;0
30/08/2013;12;1;0;0;0;n/d;0
30/08/2013;13;0;0;0;0;n/d;0
30/08/2013;14;0;0;0;0;n/d;0
30/08/2013;15;0;0;0;1;n/d;0
30/08/2013;16;0;1;0;0;n/d;0
30/08/2013;17;0;1;0;0;n/d;0
30/08/2013;18;0;1;0;0;n/d;0
30/08/2013;19;0;2;0;0;n/d;0
30/08/2013;20;0;2;0;0;n/d;0
30/08/2013;21;0;1;0;0;n/d;0
30/08/2013;22;0;2;0;0;n/d;0
30/08/2013;23;0;1;0;2;n/d;0
30/08/2013;24;0;1;0;1;n/d;1
31/08/2013;1;0;1;0;0;n/d;1
31/08/2013;2;0;1;0;0;n/d;1
31/08/2013;3;0;0;0;0;n/d;0
31/08/2013;4;0;0;0;0;n/d;0
31/08/2013;5;0;0;0;0;n/d;0
31/08/2013;6;0;0;0;0;n/d;0
31/08/2013;7;0;0;0;0;n/d;0
31/08/2013;8;0;0;0;0;n/d;0
31/08/2013;9;0;0;0;0;n/d;0
31/08/2013;10;0;0;0;0;n/d;0
31/08/2013;11;0;0;0;0;n/d;0
31/08/2013;12;0;0;0;0;n/d;0
31/08/2013;13;0;0;0;0;n/d;0
31/08/2013;14;0;0;0;0;n/d;0
31/08/2013;15;0;0;0;0;n/d;0
31/08/2013;16;0;0;0;0;n/d;0
31/08/2013;17;0;0;0;0;n/d;0
31/08/2013;18;0;0;0;0;n/d;0
31/08/2013;19;0;0;0;0;n/d;0
31/08/2013;20;0;0;0;0;n/d;0
31/08/2013;21;0;0;0;0;n/d;0
31/08/2013;22;0;0;0;0;n/d;0
31/08/2013;23;0;0;0;0;n/d;0
31/08/2013;24;0;0;0;0;n/d;0
01/09/2013;1;0;0;0;0;n/d;0
01/09/2013;2;0;0;0;0;n/d;0
01/09/2013;3;0;0;0;0;n/d;0
01/09/2013;4;0;0;0;0;n/d;0
01/09/2013;5;0;0;0;0;n/d;0
01/09/2013;6;0;0;0;0;n/d;0
01/09/2013;7;0;0;0;0;n/d;0
01/09/2013;8;0;0;0;0;n/d;0
01/09/2013;9;0;1;0;0;n/d;0
01/09/2013;10;0;1;0;1;n/d;0
01/09/2013;11;0;1;0;1;n/d;0
01/09/2013;12;0;1;0;0;n/d;0
01/09/2013;13;0;0;0;0;n/d;0
01/09/2013;14;0;1;0;0;n/d;0
01/09/2013;15;0;0;0;0;n/d;0
01/09/2013;16;0;0;0;0;n/d;0
01/09/2013;17;0;0;0;0;n/d;0
01/09/2013;18;0;0;0;0;n/d;0
01/09/2013;19;0;0;0;0;n/d;0
01/09/2013;20;0;0;0;0;n/d;0
01/09/2013;21;0;1;0;0;n/d;0
01/09/2013;22;0;1;0;0;n/d;0
01/09/2013;23;0;1;0;0;n/d;0
01/09/2013;24;0;0;0;0;n/d;0
02/09/2013;1;0;0;0;0;n/d;0
02/09/2013;2;0;0;0;0;n/d;0
02/09/2013;3;0;1;0;0;n/d;0
02/09/2013;4;0;2;0;3;n/d;0
02/09/2013;5;0;2;0;3;n/d;2
02/09/2013;6;0;2;0;1;n/d;2
02/09/2013;7;0;2;1;3;n/d;3
02/09/2013;8;2;3;4;4;n/d;4
02/09/2013;9;5;2;4;0;n/d;2
02/09/2013;10;1;1;0;0;n/d;1
02/09/2013;11;3;2;0;2;n/d;0
02/09/2013;12;4;4;2;3;n/d;1
02/09/2013;13;1;5;5;5;n/d;2
02/09/2013;14;0;5;7;6;n/d;4
02/09/2013;15;1;3;5;3;n/d;3
02/09/2013;16;3;3;3;2;n/d;0
02/09/2013;17;5;2;3;0;n/d;0
02/09/2013;18;5;2;2;0;n/d;0
02/09/2013;19;2;2;0;0;n/d;0
02/09/2013;20;0;2;0;0;n/d;0
02/09/2013;21;0;2;0;1;n/d;0
02/09/2013;22;0;2;0;3;n/d;0
02/09/2013;23;0;2;0;1;n/d;0
02/09/2013;24;0;1;0;1;n/d;0
03/09/2013;1;0;0;0;1;n/d;0
03/09/2013;2;0;0;0;0;n/d;0
03/09/2013;3;0;0;0;0;n/d;0
03/09/2013;4;0;1;0;0;n/d;0
03/09/2013;5;0;2;0;0;n/d;0
03/09/2013;6;0;2;0;0;n/d;0
03/09/2013;7;0;2;0;0;n/d;0
03/09/2013;8;0;1;2;1;n/d;0
03/09/2013;9;0;2;2;1;n/d;0
03/09/2013;10;n/d;6;2;n/d;n/d;0
03/09/2013;11;n/d;10;0;1;n/d;0
03/09/2013;12;0;22;0;1;n/d;0
03/09/2013;13;0;14;16;2;n/d;0
03/09/2013;14;0;6;28;1;n/d;0
03/09/2013;15;0;2;66;0;n/d;0
03/09/2013;16;0;2;42;1;n/d;0
03/09/2013;17;0;2;19;0;n/d;0
03/09/2013;18;0;2;5;0;n/d;0
03/09/2013;19;0;2;0;0;n/d;0
03/09/2013;20;0;2;0;0;n/d;0
03/09/2013;21;0;2;0;1;n/d;0
03/09/2013;22;0;3;0;0;n/d;0
03/09/2013;23;0;2;0;0;n/d;0
03/09/2013;24;0;1;0;0;n/d;0
04/09/2013;1;0;1;0;0;n/d;0
04/09/2013;2;0;1;0;0;n/d;0
04/09/2013;3;0;1;0;0;n/d;0
04/09/2013;4;0;2;0;0;n/d;0
04/09/2013;5;0;2;0;0;n/d;0
04/09/2013;6;0;2;0;0;n/d;0
04/09/2013;7;0;1;1;1;n/d;0
04/09/2013;8;2;1;3;3;n/d;1
04/09/2013;9;2;3;5;3;n/d;1
04/09/2013;10;2;5;10;n/d;n/d;1
04/09/2013;11;1;3;8;n/d;n/d;1
04/09/2013;12;2;3;2;0;n/d;0
04/09/2013;13;2;8;3;0;n/d;0
04/09/2013;14;2;9;2;4;n/d;0
04/09/2013;15;1;3;1;6;n/d;0
04/09/2013;16;1;1;0;9;n/d;0
04/09/2013;17;1;2;0;10;n/d;0
04/09/2013;18;1;2;0;15;n/d;0
04/09/2013;19;1;0;0;5;n/d;0
04/09/2013;20;1;3;0;0;n/d;0
04/09/2013;21;1;3;0;2;n/d;0
04/09/2013;22;0;3;1;2;n/d;0
04/09/2013;23;1;2;0;2;n/d;0
04/09/2013;24;1;2;0;3;n/d;0
05/09/2013;1;0;2;0;0;n/d;0
05/09/2013;2;0;1;0;0;n/d;0
05/09/2013;3;0;2;0;0;n/d;0
05/09/2013;4;0;2;0;0;n/d;0
05/09/2013;5;0;1;0;0;n/d;0
05/09/2013;6;0;1;0;0;n/d;0
05/09/2013;7;0;0;0;0;n/d;0
05/09/2013;8;0;1;0;0;n/d;9
05/09/2013;9;0;n/d;0;0;n/d;10
05/09/2013;10;0;n/d;0;0;n/d;47
05/09/2013;11;0;n/d;n/d;0;n/d;42
05/09/2013;12;0;1;n/d;0;n/d;34
05/09/2013;13;0;0;0;0;n/d;21
05/09/2013;14;0;1;0;n/d;n/d;15
05/09/2013;15;0;0;0;n/d;n/d;3
05/09/2013;16;0;0;0;n/d;n/d;0
05/09/2013;17;0;0;0;n/d;n/d;0
05/09/2013;18;0;1;0;n/d;n/d;0
05/09/2013;19;0;2;0;n/d;n/d;0
05/09/2013;20;0;2;1;0;n/d;0
05/09/2013;21;0;4;1;0;n/d;1
05/09/2013;22;0;2;1;0;n/d;0
05/09/2013;23;0;2;0;0;n/d;0
05/09/2013;24;0;2;0;0;n/d;0
06/09/2013;1;0;1;0;0;n/d;0
06/09/2013;2;0;1;0;0;n/d;n/d
06/09/2013;3;0;1;0;0;n/d;0
06/09/2013;4;0;2;0;0;n/d;0
06/09/2013;5;0;2;0;0;n/d;0
06/09/2013;6;0;2;0;0;n/d;0
06/09/2013;7;0;2;0;0;n/d;1
06/09/2013;8;0;1;0;0;n/d;0
06/09/2013;9;0;1;0;0;n/d;0
06/09/2013;10;2;1;0;0;n/d;0
06/09/2013;11;1;1;0;0;n/d;0
06/09/2013;12;2;2;0;0;n/d;0
06/09/2013;13;1;2;0;0;n/d;1
06/09/2013;14;0;1;0;0;n/d;0
06/09/2013;15;0;1;0;0;n/d;0
06/09/2013;16;0;1;0;0;n/d;0
06/09/2013;17;0;0;0;0;n/d;0
06/09/2013;18;0;1;0;0;n/d;0
06/09/2013;19;0;1;0;0;n/d;0
06/09/2013;20;0;0;0;0;n/d;0
06/09/2013;21;0;0;0;n/d;n/d;0
06/09/2013;22;0;1;0;0;n/d;0
06/09/2013;23;0;1;0;0;n/d;0
06/09/2013;24;0;0;0;0;n/d;0
07/09/2013;1;0;0;0;0;n/d;0
07/09/2013;2;0;0;0;0;n/d;0
07/09/2013;3;0;0;0;0;n/d;0
07/09/2013;4;0;0;0;0;n/d;0
07/09/2013;5;0;0;0;0;n/d;0
07/09/2013;6;0;0;0;0;n/d;0
07/09/2013;7;0;1;0;0;n/d;0
07/09/2013;8;0;0;0;0;n/d;0
07/09/2013;9;0;0;0;0;n/d;0
07/09/2013;10;0;0;0;0;n/d;0
07/09/2013;11;0;0;0;0;n/d;0
07/09/2013;12;0;0;0;0;n/d;0
07/09/2013;13;0;0;0;0;n/d;0
07/09/2013;14;0;0;0;0;n/d;0
07/09/2013;15;0;0;0;0;n/d;0
07/09/2013;16;0;0;0;0;n/d;0
07/09/2013;17;0;0;0;0;n/d;0
07/09/2013;18;0;1;0;0;n/d;0
07/09/2013;19;0;2;0;0;n/d;0
07/09/2013;20;0;2;0;0;n/d;0
07/09/2013;21;0;1;0;0;n/d;0
07/09/2013;22;0;2;0;0;n/d;0
07/09/2013;23;0;9;0;0;n/d;0
07/09/2013;24;0;5;0;0;n/d;0
08/09/2013;1;0;2;0;0;n/d;0
08/09/2013;2;0;1;0;0;n/d;0
08/09/2013;3;0;1;0;0;n/d;0
08/09/2013;4;0;1;0;0;n/d;0
08/09/2013;5;0;1;0;0;n/d;0
08/09/2013;6;0;1;0;0;n/d;0
08/09/2013;7;0;1;0;0;n/d;0
08/09/2013;8;0;0;0;0;n/d;0
08/09/2013;9;0;0;0;0;n/d;0
08/09/2013;10;0;0;0;0;n/d;0
08/09/2013;11;0;0;0;0;n/d;0
08/09/2013;12;0;0;0;0;n/d;0
08/09/2013;13;0;0;0;0;n/d;0
08/09/2013;14;0;0;0;0;n/d;0
08/09/2013;15;0;0;0;0;n/d;0
08/09/2013;16;0;0;0;0;n/d;0
08/09/2013;17;0;0;0;0;n/d;0
08/09/2013;18;0;0;0;0;n/d;0
08/09/2013;19;0;1;0;0;n/d;0
08/09/2013;20;0;1;0;0;n/d;0
08/09/2013;21;0;1;0;0;n/d;0
08/09/2013;22;0;1;0;0;n/d;0
08/09/2013;23;0;1;0;0;n/d;0
08/09/2013;24;0;0;0;0;n/d;0
09/09/2013;1;0;0;0;n/d;n/d;0
09/09/2013;2;0;0;0;n/d;n/d;0
09/09/2013;3;0;0;0;0;n/d;0
09/09/2013;4;0;1;0;0;n/d;0
09/09/2013;5;0;1;0;n/d;n/d;0
