date;heure;RUR-SE;AUT;VITRY;NEUIL;EIFF3;AUB
;;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3;microg/m3
01/09/2012;1;1;0;0;0;n/d;0
01/09/2012;2;1;0;0;2;n/d;0
01/09/2012;3;1;0;0;2;n/d;0
01/09/2012;4;1;0;0;2;n/d;0
01/09/2012;5;1;0;0;3;n/d;0
01/09/2012;6;1;1;0;3;n/d;0
01/09/2012;7;1;0;0;2;n/d;0
01/09/2012;8;2;0;1;2;n/d;0
01/09/2012;9;2;0;2;1;n/d;0
01/09/2012;10;2;0;2;1;n/d;1
01/09/2012;11;2;0;2;1;n/d;1
01/09/2012;12;1;0;1;1;n/d;0
01/09/2012;13;2;0;1;0;n/d;0
01/09/2012;14;1;0;0;0;n/d;0
01/09/2012;15;1;1;0;0;n/d;0
01/09/2012;16;1;1;0;2;n/d;0
01/09/2012;17;2;2;0;2;n/d;0
01/09/2012;18;2;2;1;1;n/d;0
01/09/2012;19;1;1;1;1;n/d;1
01/09/2012;20;1;2;1;3;n/d;1
01/09/2012;21;1;2;2;3;n/d;0
01/09/2012;22;1;2;1;2;n/d;0
01/09/2012;23;1;1;1;2;n/d;0
01/09/2012;24;1;1;1;2;n/d;0
02/09/2012;1;1;0;0;0;n/d;0
02/09/2012;2;1;0;0;0;n/d;0
02/09/2012;3;1;0;0;0;n/d;0
02/09/2012;4;1;0;0;1;n/d;0
02/09/2012;5;1;0;1;2;n/d;0
02/09/2012;6;1;0;2;2;n/d;1
02/09/2012;7;1;0;2;0;n/d;1
02/09/2012;8;1;0;2;0;n/d;0
02/09/2012;9;1;0;2;0;n/d;0
02/09/2012;10;2;0;2;0;n/d;0
02/09/2012;11;1;0;2;0;n/d;0
02/09/2012;12;1;0;1;0;n/d;0
02/09/2012;13;1;0;1;0;n/d;0
02/09/2012;14;1;0;0;0;n/d;0
02/09/2012;15;1;1;0;0;n/d;0
02/09/2012;16;1;2;1;1;n/d;0
02/09/2012;17;1;3;3;1;n/d;0
02/09/2012;18;1;1;2;0;n/d;0
02/09/2012;19;1;1;1;0;n/d;0
02/09/2012;20;1;0;2;0;n/d;0
02/09/2012;21;1;0;1;0;n/d;0
02/09/2012;22;1;0;0;0;n/d;0
02/09/2012;23;2;0;0;0;n/d;0
02/09/2012;24;1;0;0;0;n/d;0
03/09/2012;1;1;0;n/d;n/d;n/d;0
03/09/2012;2;1;0;n/d;n/d;n/d;0
03/09/2012;3;1;0;n/d;n/d;n/d;0
03/09/2012;4;1;0;n/d;n/d;n/d;0
03/09/2012;5;1;0;n/d;n/d;n/d;0
03/09/2012;6;1;0;n/d;n/d;n/d;0
03/09/2012;7;1;0;n/d;n/d;n/d;0
03/09/2012;8;1;1;0;n/d;n/d;0
03/09/2012;9;1;0;0;n/d;n/d;0
03/09/2012;10;1;1;n/d;n/d;n/d;0
03/09/2012;11;1;1;0;n/d;n/d;n/d
03/09/2012;12;1;1;0;n/d;n/d;0
03/09/2012;13;1;0;n/d;0;n/d;0
03/09/2012;14;1;0;n/d;0;n/d;0
03/09/2012;15;0;0;0;0;n/d;0
03/09/2012;16;1;0;0;0;n/d;0
03/09/2012;17;0;0;n/d;0;n/d;0
03/09/2012;18;1;0;n/d;0;n/d;0
03/09/2012;19;1;0;n/d;0;n/d;0
03/09/2012;20;1;0;n/d;0;n/d;0
03/09/2012;21;1;0;0;0;n/d;0
03/09/2012;22;1;0;0;0;n/d;0
03/09/2012;23;1;0;0;0;n/d;0
03/09/2012;24;1;0;0;0;n/d;0
04/09/2012;1;1;0;1;0;n/d;0
04/09/2012;2;1;0;1;0;n/d;0
04/09/2012;3;1;0;1;0;n/d;0
04/09/2012;4;1;0;1;0;n/d;0
04/09/2012;5;1;0;1;n/d;n/d;0
04/09/2012;6;1;1;1;0;n/d;0
04/09/2012;7;1;0;2;0;n/d;0
04/09/2012;8;2;1;2;0;n/d;0
04/09/2012;9;2;0;n/d;0;n/d;0
04/09/2012;10;2;1;n/d;0;n/d;0
04/09/2012;11;2;1;3;0;n/d;2
04/09/2012;12;2;2;2;0;n/d;1
04/09/2012;13;2;1;1;0;n/d;0
04/09/2012;14;2;2;1;0;n/d;0
04/09/2012;15;1;2;1;0;n/d;0
04/09/2012;16;1;1;1;0;n/d;0
04/09/2012;17;2;1;0;0;n/d;0
04/09/2012;18;3;1;0;0;n/d;0
04/09/2012;19;3;0;1;0;n/d;0
04/09/2012;20;2;0;1;0;n/d;0
04/09/2012;21;2;0;1;0;n/d;0
04/09/2012;22;2;0;0;0;n/d;0
04/09/2012;23;2;0;0;0;n/d;0
04/09/2012;24;1;0;0;0;n/d;0
05/09/2012;1;1;0;1;0;n/d;0
05/09/2012;2;1;0;2;0;n/d;0
05/09/2012;3;1;0;2;0;n/d;0
05/09/2012;4;1;0;2;0;n/d;0
05/09/2012;5;2;0;2;0;n/d;0
05/09/2012;6;2;1;2;0;n/d;0
05/09/2012;7;2;1;2;0;n/d;0
05/09/2012;8;3;1;2;0;n/d;1
05/09/2012;9;4;1;4;2;n/d;2
05/09/2012;10;3;2;5;2;n/d;2
05/09/2012;11;4;2;3;0;n/d;2
05/09/2012;12;5;1;2;0;n/d;0
05/09/2012;13;5;1;1;0;n/d;0
05/09/2012;14;2;1;1;0;n/d;0
05/09/2012;15;2;1;1;0;n/d;0
05/09/2012;16;1;1;0;0;n/d;0
05/09/2012;17;1;1;0;0;n/d;0
05/09/2012;18;1;1;1;0;n/d;0
05/09/2012;19;1;0;0;0;n/d;0
05/09/2012;20;1;0;0;0;n/d;0
05/09/2012;21;1;0;0;0;n/d;0
05/09/2012;22;1;0;0;0;n/d;0
05/09/2012;23;1;0;0;0;n/d;0
05/09/2012;24;1;0;0;0;n/d;0
06/09/2012;1;1;0;0;0;n/d;0
06/09/2012;2;2;n/d;0;0;n/d;0
06/09/2012;3;2;0;0;0;n/d;0
06/09/2012;4;2;0;0;1;n/d;0
06/09/2012;5;2;0;0;1;n/d;0
06/09/2012;6;2;0;0;1;n/d;0
06/09/2012;7;2;1;0;2;n/d;0
06/09/2012;8;2;2;2;2;n/d;1
06/09/2012;9;2;2;50;2;n/d;1
06/09/2012;10;2;2;72;0;n/d;1
06/09/2012;11;2;1;19;0;n/d;1
06/09/2012;12;2;2;18;1;n/d;1
06/09/2012;13;2;2;35;0;n/d;0
06/09/2012;14;2;2;3;1;n/d;0
06/09/2012;15;3;2;1;0;n/d;0
06/09/2012;16;4;2;0;0;n/d;0
06/09/2012;17;3;2;0;0;n/d;0
06/09/2012;18;2;2;0;0;n/d;0
06/09/2012;19;2;1;0;0;n/d;0
06/09/2012;20;1;1;0;0;n/d;0
06/09/2012;21;1;0;0;1;n/d;0
06/09/2012;22;1;2;0;1;n/d;0
06/09/2012;23;1;1;0;1;n/d;0
06/09/2012;24;1;0;0;1;n/d;0
07/09/2012;1;1;0;0;0;n/d;0
07/09/2012;2;1;0;0;0;n/d;1
07/09/2012;3;1;0;0;0;n/d;1
07/09/2012;4;1;0;0;0;n/d;1
07/09/2012;5;1;2;0;0;n/d;0
07/09/2012;6;1;2;0;1;n/d;0
07/09/2012;7;1;2;1;3;n/d;1
07/09/2012;8;1;1;3;3;n/d;3
07/09/2012;9;2;2;3;3;n/d;3
07/09/2012;10;2;2;71;1;n/d;1
07/09/2012;11;2;2;72;0;n/d;1
07/09/2012;12;1;1;77;0;n/d;0
07/09/2012;13;n/d;0;84;0;n/d;0
07/09/2012;14;1;1;116;0;n/d;0
07/09/2012;15;1;1;101;0;n/d;0
07/09/2012;16;1;1;4;0;n/d;0
07/09/2012;17;2;2;2;0;n/d;0
07/09/2012;18;5;2;9;0;n/d;0
07/09/2012;19;4;0;2;0;n/d;0
07/09/2012;20;2;7;1;0;n/d;0
07/09/2012;21;1;4;1;1;n/d;0
07/09/2012;22;1;3;1;2;n/d;2
07/09/2012;23;1;3;1;3;n/d;2
07/09/2012;24;1;2;0;3;n/d;2
08/09/2012;1;1;1;0;0;n/d;0
08/09/2012;2;1;2;0;0;n/d;0
08/09/2012;3;1;1;0;0;n/d;0
08/09/2012;4;1;1;0;0;n/d;0
08/09/2012;5;1;1;0;0;n/d;0
08/09/2012;6;1;1;0;0;n/d;0
08/09/2012;7;1;0;2;0;n/d;1
08/09/2012;8;2;0;2;0;n/d;3
08/09/2012;9;2;1;2;0;n/d;1
08/09/2012;10;3;1;1;n/d;n/d;0
08/09/2012;11;7;0;1;n/d;n/d;0
08/09/2012;12;6;0;0;n/d;n/d;0
08/09/2012;13;2;0;0;n/d;n/d;0
08/09/2012;14;1;0;0;n/d;n/d;0
08/09/2012;15;1;0;0;n/d;n/d;1
08/09/2012;16;2;0;0;n/d;n/d;3
08/09/2012;17;3;0;n/d;n/d;n/d;1
08/09/2012;18;4;0;0;n/d;n/d;3
08/09/2012;19;2;0;0;n/d;n/d;4
08/09/2012;20;2;1;0;n/d;n/d;3
08/09/2012;21;1;3;0;n/d;n/d;3
08/09/2012;22;1;10;0;n/d;n/d;3
08/09/2012;23;1;9;0;n/d;n/d;3
08/09/2012;24;1;6;0;1;n/d;3
09/09/2012;1;1;3;n/d;0;n/d;0
09/09/2012;2;1;2;0;0;n/d;0
09/09/2012;3;1;2;0;0;n/d;0
09/09/2012;4;1;1;0;0;n/d;0
09/09/2012;5;1;1;0;0;n/d;0
09/09/2012;6;1;1;0;0;n/d;0
09/09/2012;7;1;1;0;n/d;n/d;0
09/09/2012;8;1;0;0;0;n/d;0
09/09/2012;9;1;0;0;n/d;n/d;0
09/09/2012;10;1;0;0;n/d;n/d;0
09/09/2012;11;1;0;0;n/d;n/d;0
09/09/2012;12;1;0;0;n/d;n/d;0
09/09/2012;13;1;0;n/d;n/d;n/d;0
09/09/2012;14;1;0;n/d;n/d;n/d;0
09/09/2012;15;2;0;n/d;n/d;n/d;0
09/09/2012;16;1;0;n/d;n/d;n/d;0
09/09/2012;17;1;1;n/d;n/d;n/d;0
09/09/2012;18;1;2;n/d;n/d;n/d;0
09/09/2012;19;1;1;n/d;n/d;n/d;0
09/09/2012;20;1;2;n/d;n/d;n/d;0
09/09/2012;21;1;2;n/d;n/d;n/d;0
09/09/2012;22;1;1;n/d;n/d;n/d;0
09/09/2012;23;1;0;n/d;n/d;n/d;0
09/09/2012;24;1;0;0;n/d;n/d;0
10/09/2012;1;1;0;0;0;n/d;0
10/09/2012;2;1;0;1;0;n/d;0
10/09/2012;3;1;0;1;0;n/d;0
10/09/2012;4;1;0;1;0;n/d;0
10/09/2012;5;1;0;1;0;n/d;0
10/09/2012;6;1;0;1;0;n/d;0
10/09/2012;7;1;1;1;0;n/d;0
10/09/2012;8;1;0;2;0;n/d;0
10/09/2012;9;1;0;3;0;n/d;0
10/09/2012;10;1;0;2;0;n/d;0
10/09/2012;11;1;0;2;0;n/d;n/d
10/09/2012;12;1;0;2;0;n/d;0
10/09/2012;13;1;0;1;0;n/d;0
10/09/2012;14;1;0;1;0;n/d;0
10/09/2012;15;1;0;1;0;n/d;0
10/09/2012;16;1;0;1;0;n/d;0
10/09/2012;17;1;0;1;0;n/d;0
10/09/2012;18;1;0;1;0;n/d;0
10/09/2012;19;1;0;1;0;n/d;0
10/09/2012;20;1;0;1;0;n/d;0
10/09/2012;21;1;0;1;0;n/d;0
10/09/2012;22;1;0;1;0;n/d;0
10/09/2012;23;1;0;1;0;n/d;0
10/09/2012;24;1;0;1;0;n/d;0
11/09/2012;1;1;0;1;n/d;n/d;0
11/09/2012;2;1;0;0;n/d;n/d;0
11/09/2012;3;1;0;1;n/d;n/d;0
11/09/2012;4;1;0;1;n/d;n/d;0
11/09/2012;5;1;0;0;n/d;n/d;0
11/09/2012;6;1;0;1;n/d;n/d;0
11/09/2012;7;1;0;1;n/d;n/d;0
11/09/2012;8;1;0;1;n/d;n/d;0
11/09/2012;9;1;0;1;n/d;n/d;0
11/09/2012;10;1;0;1;n/d;n/d;0
11/09/2012;11;1;0;1;n/d;n/d;0
11/09/2012;12;1;0;1;n/d;n/d;n/d
11/09/2012;13;1;0;1;n/d;n/d;n/d
11/09/2012;14;1;0;0;n/d;n/d;0
11/09/2012;15;1;0;0;n/d;n/d;0
11/09/2012;16;1;0;0;n/d;n/d;0
11/09/2012;17;1;0;1;n/d;n/d;0
11/09/2012;18;1;0;0;0;n/d;0
11/09/2012;19;1;0;0;0;n/d;0
11/09/2012;20;1;0;0;0;n/d;0
11/09/2012;21;1;0;0;n/d;n/d;0
11/09/2012;22;1;0;0;n/d;n/d;2
11/09/2012;23;1;0;0;n/d;n/d;1
11/09/2012;24;1;0;0;n/d;n/d;0
12/09/2012;1;1;0;0;0;n/d;0
12/09/2012;2;1;0;0;0;n/d;0
12/09/2012;3;1;0;0;0;n/d;0
12/09/2012;4;1;0;0;0;n/d;0
12/09/2012;5;1;0;0;0;n/d;0
12/09/2012;6;1;0;n/d;0;n/d;0
12/09/2012;7;1;1;0;0;n/d;0
12/09/2012;8;1;1;0;0;n/d;0
12/09/2012;9;1;n/d;0;0;n/d;0
12/09/2012;10;1;n/d;0;0;n/d;0
12/09/2012;11;1;n/d;n/d;0;n/d;0
12/09/2012;12;1;0;n/d;0;n/d;0
12/09/2012;13;1;0;0;0;n/d;0
12/09/2012;14;1;0;0;0;n/d;0
12/09/2012;15;1;0;n/d;0;n/d;0
12/09/2012;16;1;0;n/d;0;n/d;0
12/09/2012;17;1;0;n/d;0;n/d;0
12/09/2012;18;1;0;n/d;0;n/d;0
12/09/2012;19;1;0;n/d;0;n/d;0
12/09/2012;20;1;0;n/d;0;n/d;0
12/09/2012;21;1;0;n/d;0;n/d;0
12/09/2012;22;1;0;n/d;0;n/d;0
12/09/2012;23;1;0;n/d;0;n/d;0
12/09/2012;24;1;0;n/d;0;n/d;0
13/09/2012;1;1;0;0;0;n/d;0
13/09/2012;2;1;0;0;0;n/d;0
13/09/2012;3;1;0;0;0;n/d;0
13/09/2012;4;1;0;0;n/d;n/d;0
13/09/2012;5;1;0;0;0;n/d;0
13/09/2012;6;1;0;0;0;n/d;0
13/09/2012;7;1;1;0;0;n/d;0
13/09/2012;8;1;0;0;0;n/d;0
13/09/2012;9;1;n/d;1;0;n/d;0
13/09/2012;10;1;0;0;0;n/d;0
13/09/2012;11;1;0;0;0;n/d;0
13/09/2012;12;1;0;0;0;n/d;0
13/09/2012;13;1;0;0;0;n/d;0
13/09/2012;14;1;0;0;0;n/d;0
13/09/2012;15;1;0;0;0;n/d;0
13/09/2012;16;1;0;0;0;n/d;0
13/09/2012;17;1;0;0;0;n/d;0
13/09/2012;18;2;0;0;0;n/d;0
13/09/2012;19;1;0;0;0;n/d;0
13/09/2012;20;1;0;0;0;n/d;0
13/09/2012;21;1;0;0;0;n/d;0
13/09/2012;22;1;0;0;0;n/d;0
13/09/2012;23;1;0;0;0;n/d;0
13/09/2012;24;1;0;0;0;n/d;0
14/09/2012;1;1;0;0;0;n/d;0
14/09/2012;2;1;0;1;0;n/d;0
14/09/2012;3;1;0;0;0;n/d;0
14/09/2012;4;1;0;0;0;n/d;0
14/09/2012;5;1;1;1;0;n/d;0
14/09/2012;6;1;2;2;1;n/d;0
14/09/2012;7;1;0;1;0;n/d;0
14/09/2012;8;1;0;1;0;n/d;0
14/09/2012;9;2;0;2;0;n/d;0
14/09/2012;10;1;0;1;n/d;n/d;0
14/09/2012;11;1;0;1;n/d;n/d;0
14/09/2012;12;1;0;1;0;n/d;0
14/09/2012;13;1;0;2;0;n/d;0
14/09/2012;14;1;0;1;0;n/d;0
14/09/2012;15;1;0;1;0;n/d;0
14/09/2012;16;1;0;1;0;n/d;0
14/09/2012;17;1;0;1;0;n/d;0
14/09/2012;18;1;0;1;0;n/d;0
14/09/2012;19;1;1;1;0;n/d;0
14/09/2012;20;1;0;1;1;n/d;0
14/09/2012;21;1;1;1;0;n/d;0
14/09/2012;22;1;1;1;1;n/d;0
14/09/2012;23;1;1;2;2;n/d;0
14/09/2012;24;1;1;1;2;n/d;0
15/09/2012;1;1;0;1;1;n/d;0
15/09/2012;2;1;0;1;1;n/d;0
15/09/2012;3;1;0;0;1;n/d;0
15/09/2012;4;1;0;0;1;n/d;0
15/09/2012;5;1;0;0;1;n/d;0
15/09/2012;6;1;0;0;1;n/d;0
15/09/2012;7;1;0;1;2;n/d;0
15/09/2012;8;1;0;1;2;n/d;0
15/09/2012;9;2;0;3;3;n/d;0
15/09/2012;10;2;0;2;2;n/d;0
15/09/2012;11;2;0;1;2;n/d;0
15/09/2012;12;2;0;0;1;n/d;0
15/09/2012;13;2;0;1;1;n/d;0
15/09/2012;14;1;0;0;1;n/d;0
15/09/2012;15;1;0;0;1;n/d;0
15/09/2012;16;1;0;0;0;n/d;0
15/09/2012;17;1;0;0;0;n/d;0
15/09/2012;18;1;2;0;1;n/d;0
15/09/2012;19;1;2;0;1;n/d;0
15/09/2012;20;1;2;1;2;n/d;0
15/09/2012;21;1;2;1;3;n/d;0
15/09/2012;22;1;2;2;5;n/d;0
15/09/2012;23;1;2;2;5;n/d;0
15/09/2012;24;1;2;2;4;n/d;0
16/09/2012;1;1;0;0;3;n/d;0
16/09/2012;2;1;0;0;3;n/d;0
16/09/2012;3;1;0;0;3;n/d;0
16/09/2012;4;1;0;0;3;n/d;0
16/09/2012;5;1;0;0;3;n/d;0
16/09/2012;6;1;0;0;2;n/d;2
16/09/2012;7;1;0;0;2;n/d;0
16/09/2012;8;1;0;0;1;n/d;0
16/09/2012;9;1;0;1;1;n/d;0
16/09/2012;10;1;0;1;1;n/d;0
16/09/2012;11;1;0;0;0;n/d;0
16/09/2012;12;1;0;0;0;n/d;0
16/09/2012;13;1;0;0;1;n/d;0
16/09/2012;14;1;0;0;0;n/d;0
16/09/2012;15;1;0;0;0;n/d;0
16/09/2012;16;1;0;0;0;n/d;0
16/09/2012;17;1;1;0;0;n/d;0
16/09/2012;18;1;2;0;0;n/d;0
16/09/2012;19;1;0;0;1;n/d;0
16/09/2012;20;1;0;0;2;n/d;0
16/09/2012;21;1;0;0;2;n/d;0
16/09/2012;22;1;0;0;2;n/d;0
16/09/2012;23;1;0;0;1;n/d;0
16/09/2012;24;1;0;0;0;n/d;0
17/09/2012;1;1;0;0;0;n/d;0
17/09/2012;2;1;0;0;0;n/d;0
17/09/2012;3;1;0;0;0;n/d;0
17/09/2012;4;1;0;0;0;n/d;0
17/09/2012;5;1;1;0;0;n/d;0
17/09/2012;6;1;1;0;1;n/d;0
17/09/2012;7;1;1;1;2;n/d;0
17/09/2012;8;1;1;1;2;n/d;0
17/09/2012;9;2;0;1;2;n/d;0
17/09/2012;10;1;0;0;2;n/d;0
17/09/2012;11;1;0;0;1;n/d;n/d
17/09/2012;12;1;0;0;0;n/d;0
17/09/2012;13;n/d;0;0;0;n/d;0
17/09/2012;14;1;0;0;0;n/d;0
17/09/2012;15;1;0;0;0;n/d;0
17/09/2012;16;1;0;0;0;n/d;0
17/09/2012;17;1;0;0;0;n/d;0
17/09/2012;18;1;0;0;0;n/d;0
17/09/2012;19;1;0;0;0;n/d;0
17/09/2012;20;1;0;0;0;n/d;0
17/09/2012;21;1;0;0;1;n/d;0
17/09/2012;22;1;0;0;1;n/d;0
17/09/2012;23;1;0;0;1;n/d;0
17/09/2012;24;1;0;0;1;n/d;0
18/09/2012;1;1;0;0;0;n/d;0
18/09/2012;2;1;0;0;1;n/d;0
18/09/2012;3;1;0;0;1;n/d;0
18/09/2012;4;1;0;0;1;n/d;0
18/09/2012;5;1;1;1;n/d;n/d;0
18/09/2012;6;1;1;1;2;n/d;0
18/09/2012;7;2;1;1;2;n/d;1
18/09/2012;8;1;1;1;2;n/d;1
18/09/2012;9;1;1;1;2;n/d;0
18/09/2012;10;1;0;1;2;n/d;1
18/09/2012;11;1;0;1;1;n/d;0
18/09/2012;12;1;0;0;0;n/d;0
18/09/2012;13;1;0;0;0;n/d;0
18/09/2012;14;1;0;0;0;n/d;0
18/09/2012;15;1;0;0;0;n/d;0
18/09/2012;16;1;0;0;0;n/d;0
18/09/2012;17;1;0;0;1;n/d;0
18/09/2012;18;1;0;0;1;n/d;0
18/09/2012;19;1;0;0;0;n/d;0
18/09/2012;20;1;0;0;0;n/d;0
18/09/2012;21;2;0;0;0;n/d;0
18/09/2012;22;2;2;0;1;n/d;0
18/09/2012;23;2;1;0;1;n/d;0
18/09/2012;24;1;0;0;2;n/d;0
19/09/2012;1;1;0;1;3;n/d;0
19/09/2012;2;1;1;1;3;n/d;0
19/09/2012;3;1;1;1;2;n/d;1
19/09/2012;4;1;1;0;3;n/d;0
19/09/2012;5;1;2;1;5;n/d;0
19/09/2012;6;2;3;1;4;n/d;1
19/09/2012;7;2;2;1;3;n/d;1
19/09/2012;8;3;1;1;3;n/d;2
19/09/2012;9;3;1;1;3;n/d;1
19/09/2012;10;3;0;1;1;n/d;0
19/09/2012;11;9;0;0;1;n/d;0
19/09/2012;12;3;0;0;1;n/d;0
19/09/2012;13;1;0;1;0;n/d;0
19/09/2012;14;2;0;0;0;n/d;0
19/09/2012;15;2;0;0;0;n/d;0
19/09/2012;16;1;0;0;0;n/d;0
19/09/2012;17;1;0;0;0;n/d;0
19/09/2012;18;1;0;0;0;n/d;0
19/09/2012;19;1;2;0;0;n/d;0
19/09/2012;20;1;2;0;1;n/d;0
19/09/2012;21;1;2;0;1;n/d;0
19/09/2012;22;1;3;0;2;n/d;0
19/09/2012;23;1;2;0;2;n/d;0
19/09/2012;24;1;2;0;2;n/d;0
20/09/2012;1;1;0;0;2;n/d;0
20/09/2012;2;1;n/d;0;2;n/d;1
20/09/2012;3;1;0;0;2;n/d;1
20/09/2012;4;1;1;0;2;n/d;2
20/09/2012;5;1;2;1;2;n/d;3
20/09/2012;6;1;3;2;3;n/d;3
20/09/2012;7;1;4;3;5;n/d;5
20/09/2012;8;1;2;4;4;n/d;5
20/09/2012;9;2;2;n/d;3;n/d;5
20/09/2012;10;2;1;n/d;3;n/d;5
20/09/2012;11;2;0;n/d;3;n/d;3
20/09/2012;12;2;0;0;1;n/d;3
20/09/2012;13;1;0;0;n/d;n/d;2
20/09/2012;14;1;0;0;1;n/d;1
20/09/2012;15;1;0;0;2;n/d;1
20/09/2012;16;1;0;0;2;n/d;1
20/09/2012;17;2;1;0;2;n/d;1
20/09/2012;18;1;0;0;3;n/d;0
20/09/2012;19;1;0;0;2;n/d;0
20/09/2012;20;2;0;0;2;n/d;0
20/09/2012;21;1;0;0;2;n/d;1
20/09/2012;22;1;0;0;2;n/d;1
20/09/2012;23;1;0;0;3;n/d;1
20/09/2012;24;2;0;0;3;n/d;0
21/09/2012;1;1;0;3;6;n/d;0
21/09/2012;2;1;0;2;3;n/d;0
21/09/2012;3;1;0;3;2;n/d;0
21/09/2012;4;1;1;1;2;n/d;0
21/09/2012;5;1;2;2;3;n/d;0
21/09/2012;6;1;3;2;4;n/d;0
21/09/2012;7;1;2;2;6;n/d;0
21/09/2012;8;1;2;5;7;n/d;0
21/09/2012;9;2;1;4;7;n/d;1
21/09/2012;10;2;1;4;7;n/d;2
21/09/2012;11;2;1;4;6;n/d;1
21/09/2012;12;2;1;3;4;n/d;1
21/09/2012;13;1;2;3;4;n/d;0
21/09/2012;14;2;2;3;4;n/d;0
21/09/2012;15;2;1;4;3;n/d;0
21/09/2012;16;1;0;3;3;n/d;0
21/09/2012;17;1;0;2;3;n/d;0
21/09/2012;18;1;1;2;2;n/d;0
21/09/2012;19;1;0;2;2;n/d;0
21/09/2012;20;1;0;1;2;n/d;0
21/09/2012;21;1;0;2;2;n/d;0
21/09/2012;22;1;0;1;2;n/d;0
21/09/2012;23;1;0;1;3;n/d;0
21/09/2012;24;1;0;1;2;n/d;0
22/09/2012;1;1;0;0;0;n/d;0
22/09/2012;2;1;0;0;0;n/d;0
22/09/2012;3;1;0;0;0;n/d;0
22/09/2012;4;1;0;0;0;n/d;0
22/09/2012;5;1;0;0;0;n/d;0
22/09/2012;6;2;0;0;1;n/d;0
22/09/2012;7;1;0;0;1;n/d;0
22/09/2012;8;2;0;1;3;n/d;0
22/09/2012;9;3;0;0;2;n/d;0
22/09/2012;10;3;0;0;2;n/d;0
22/09/2012;11;3;1;0;2;n/d;0
22/09/2012;12;2;0;0;1;n/d;0
22/09/2012;13;3;0;0;1;n/d;0
22/09/2012;14;2;0;0;1;n/d;0
22/09/2012;15;2;0;0;1;n/d;0
22/09/2012;16;2;0;0;1;n/d;0
22/09/2012;17;1;0;0;1;n/d;0
22/09/2012;18;2;0;0;1;n/d;0
22/09/2012;19;2;0;0;1;n/d;0
22/09/2012;20;2;0;0;1;n/d;0
22/09/2012;21;3;0;0;2;n/d;0
22/09/2012;22;5;0;0;2;n/d;0
22/09/2012;23;3;0;0;1;n/d;0
22/09/2012;24;2;0;0;2;n/d;0
23/09/2012;1;2;0;n/d;1;n/d;0
23/09/2012;2;1;0;n/d;1;n/d;0
23/09/2012;3;1;0;n/d;2;n/d;0
23/09/2012;4;2;0;0;2;n/d;0
23/09/2012;5;2;0;0;2;n/d;0
23/09/2012;6;2;0;n/d;2;n/d;0
23/09/2012;7;2;0;n/d;2;n/d;0
23/09/2012;8;2;0;0;2;n/d;0
23/09/2012;9;2;0;0;2;n/d;0
23/09/2012;10;2;0;0;2;n/d;0
23/09/2012;11;2;0;0;2;n/d;0
23/09/2012;12;1;0;0;2;n/d;0
23/09/2012;13;1;0;0;1;n/d;0
23/09/2012;14;2;0;0;2;n/d;0
23/09/2012;15;1;0;0;3;n/d;0
23/09/2012;16;1;0;0;2;n/d;0
23/09/2012;17;1;0;0;2;n/d;0
23/09/2012;18;1;0;0;2;n/d;0
23/09/2012;19;1;1;0;2;n/d;0
23/09/2012;20;1;2;0;2;n/d;0
23/09/2012;21;1;1;0;2;n/d;0
23/09/2012;22;1;0;0;1;n/d;0
23/09/2012;23;1;0;0;1;n/d;0
23/09/2012;24;1;0;0;1;n/d;0
24/09/2012;1;1;0;0;0;n/d;0
24/09/2012;2;1;0;0;0;n/d;0
24/09/2012;3;1;0;0;0;n/d;0
24/09/2012;4;1;0;0;0;n/d;0
24/09/2012;5;1;0;0;0;n/d;1
24/09/2012;6;1;0;0;0;n/d;2
24/09/2012;7;1;0;0;0;n/d;3
24/09/2012;8;1;0;0;0;n/d;0
24/09/2012;9;1;0;0;0;n/d;0
24/09/2012;10;1;0;0;0;n/d;0
24/09/2012;11;1;0;0;0;n/d;n/d
24/09/2012;12;1;0;0;0;n/d;0
24/09/2012;13;1;0;0;0;n/d;0
24/09/2012;14;1;0;0;0;n/d;0
24/09/2012;15;1;0;0;0;n/d;0
24/09/2012;16;1;0;0;0;n/d;0
24/09/2012;17;1;0;0;0;n/d;0
24/09/2012;18;1;0;0;0;n/d;0
24/09/2012;19;1;0;0;0;n/d;0
24/09/2012;20;1;0;0;0;n/d;0
24/09/2012;21;1;0;0;0;n/d;0
24/09/2012;22;1;0;0;0;n/d;0
24/09/2012;23;1;0;0;0;n/d;0
24/09/2012;24;1;0;0;0;n/d;0
25/09/2012;1;1;0;0;0;n/d;0
25/09/2012;2;1;0;0;0;n/d;0
25/09/2012;3;1;0;0;0;n/d;0
25/09/2012;4;1;0;0;0;n/d;0
25/09/2012;5;1;0;0;0;n/d;0
25/09/2012;6;1;0;0;0;n/d;0
25/09/2012;7;1;0;0;0;n/d;0
25/09/2012;8;2;0;0;0;n/d;0
25/09/2012;9;2;0;2;0;n/d;0
25/09/2012;10;1;0;0;0;n/d;0
25/09/2012;11;1;0;0;0;n/d;0
25/09/2012;12;1;0;0;1;n/d;0
25/09/2012;13;1;n/d;0;1;n/d;0
25/09/2012;14;1;n/d;0;0;n/d;0
25/09/2012;15;1;0;0;0;n/d;0
25/09/2012;16;1;0;0;0;n/d;0
25/09/2012;17;2;0;0;0;n/d;0
