date;heure;CO;PM25;PM10;NO2;O3
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
29/07/2017;2;0;7;11;12;48
29/07/2017;3;0;6;10;9;49
29/07/2017;4;0;7;12;11;45
29/07/2017;5;0;6;11;14;43
29/07/2017;6;0;7;11;16;38
29/07/2017;7;0;8;11;17;37
29/07/2017;8;0;8;13;14;42
29/07/2017;9;0;8;13;14;49
29/07/2017;10;0;8;13;13;53
29/07/2017;11;0;8;15;13;58
29/07/2017;12;0;6;13;14;57
29/07/2017;13;0;9;14;14;52
29/07/2017;14;0;11;16;15;56
29/07/2017;15;0;11;17;18;61
29/07/2017;16;0;9;14;20;51
29/07/2017;17;0;9;15;31;48
29/07/2017;18;0;9;16;27;53
29/07/2017;19;0;11;15;22;49
29/07/2017;20;0;8;12;23;44
29/07/2017;21;0;10;13;28;36
29/07/2017;22;0;9;11;18;38
29/07/2017;23;0;7;9;16;44
29/07/2017;24;0;7;8;19;41
30/07/2017;1;0;6;7;11;50
30/07/2017;2;0;5;5;12;42
30/07/2017;3;0;7;5;10;44
30/07/2017;4;0;4;4;7;41
30/07/2017;5;0;2;3;6;41
30/07/2017;6;0;4;8;8;42
30/07/2017;7;0;5;8;7;45
30/07/2017;8;0;8;7;6;54
30/07/2017;9;0;6;8;9;54
30/07/2017;10;0;4;n/d;8;58
30/07/2017;11;0;5;n/d;10;59
30/07/2017;12;0;7;6;12;60
30/07/2017;13;0;8;8;10;67
30/07/2017;14;0;7;8;14;66
30/07/2017;15;0;7;9;12;68
30/07/2017;16;0;5;8;18;63
30/07/2017;17;0;4;9;19;57
30/07/2017;18;0;6;11;19;59
30/07/2017;19;0;9;14;24;54
30/07/2017;20;0;7;9;25;49
30/07/2017;21;0;8;10;30;43
30/07/2017;22;0;7;12;20;52
30/07/2017;23;0;6;10;14;52
30/07/2017;24;0;6;9;12;55
31/07/2017;1;0;7;7;12;51
31/07/2017;2;0;4;4;10;54
31/07/2017;3;0;4;6;8;54
31/07/2017;4;0;6;9;9;50
31/07/2017;5;0;6;6;21;37
31/07/2017;6;0;8;12;35;27
31/07/2017;7;0;6;13;36;27
31/07/2017;8;0;4;20;31;36
31/07/2017;9;0;6;17;25;39
31/07/2017;10;0;7;23;29;39
31/07/2017;11;0;8;21;20;46
31/07/2017;12;0;11;15;14;57
31/07/2017;13;0;12;20;15;63
31/07/2017;14;0;13;19;22;57
31/07/2017;15;0;8;20;26;58
31/07/2017;16;0;7;17;21;62
31/07/2017;17;0;8;17;28;62
31/07/2017;18;0;6;16;34;58
31/07/2017;19;0;7;15;40;47
31/07/2017;20;0;n/d;23;42;39
31/07/2017;21;0;n/d;19;47;36
31/07/2017;22;0;14;18;50;30
31/07/2017;23;0;12;13;34;43
31/07/2017;24;0;10;13;43;28
01/08/2017;1;0;13;18;44;26
01/08/2017;2;0;9;15;24;34
01/08/2017;3;0;6;15;13;44
01/08/2017;4;0;7;15;14;42
01/08/2017;5;0;7;13;32;24
01/08/2017;6;0;8;15;46;11
01/08/2017;7;0;10;22;52;10
01/08/2017;8;n/d;14;26;n/d;n/d
01/08/2017;9;0;12;30;63;11
01/08/2017;10;0;16;34;62;14
01/08/2017;11;0;17;36;60;25
01/08/2017;12;0;17;30;59;33
01/08/2017;13;0;17;33;69;30
01/08/2017;14;0;16;31;52;44
01/08/2017;15;0;13;28;30;74
01/08/2017;16;0;11;21;21;87
01/08/2017;17;0;10;17;27;74
01/08/2017;18;0;10;18;25;72
01/08/2017;19;0;9;16;33;64
01/08/2017;20;0;12;17;34;61
01/08/2017;21;0;12;18;31;60
01/08/2017;22;0;10;21;17;52
01/08/2017;23;0;9;19;15;56
01/08/2017;24;0;8;17;17;57
02/08/2017;1;0;8;16;17;59
02/08/2017;2;0;8;13;12;62
02/08/2017;3;0;7;15;18;49
02/08/2017;4;0;8;15;31;37
02/08/2017;5;0;8;18;35;34
02/08/2017;6;0;8;19;60;16
02/08/2017;7;0;12;22;60;20
02/08/2017;8;0;14;37;57;21
02/08/2017;9;0;13;35;47;35
02/08/2017;10;0;14;27;34;55
02/08/2017;11;0;9;20;28;63
02/08/2017;12;0;10;15;26;63
02/08/2017;13;0;9;17;29;57
02/08/2017;14;0;10;19;25;69
02/08/2017;15;0;10;23;28;69
02/08/2017;16;0;10;21;25;76
02/08/2017;17;0;11;19;35;74
02/08/2017;18;0;13;18;38;65
02/08/2017;19;0;12;20;49;52
02/08/2017;20;0;14;21;45;51
02/08/2017;21;0;12;20;52;33
02/08/2017;22;0;15;24;78;14
02/08/2017;23;0;10;15;37;50
02/08/2017;24;0;9;16;21;64
03/08/2017;1;0;6;12;13;69
03/08/2017;2;0;7;13;10;71
03/08/2017;3;0;8;12;8;71
03/08/2017;4;0;8;11;11;58
03/08/2017;5;0;6;13;21;40
03/08/2017;6;0;5;11;29;26
03/08/2017;7;0;8;9;28;23
03/08/2017;8;0;8;12;29;20
03/08/2017;9;0;8;14;24;26
03/08/2017;10;0;7;14;14;49
03/08/2017;11;0;6;14;12;65
03/08/2017;12;0;10;14;13;74
03/08/2017;13;0;10;20;15;74
03/08/2017;14;0;14;20;15;73
03/08/2017;15;0;11;17;15;73
03/08/2017;16;0;9;21;19;69
03/08/2017;17;0;8;19;22;70
03/08/2017;18;0;13;25;25;68
03/08/2017;19;0;12;26;25;64
03/08/2017;20;0;14;23;19;64
03/08/2017;21;0;11;18;19;58
03/08/2017;22;0;8;13;19;55
03/08/2017;23;0;6;13;12;61
03/08/2017;24;0;6;14;9;60
04/08/2017;1;0;8;12;8;62
04/08/2017;2;0;7;10;6;63
04/08/2017;3;0;6;9;12;55
04/08/2017;4;0;5;10;11;56
04/08/2017;5;0;5;11;13;52
04/08/2017;6;0;7;14;22;45
04/08/2017;7;0;6;19;24;47
04/08/2017;8;0;9;23;26;48
04/08/2017;9;0;10;21;22;54
04/08/2017;10;0;12;26;17;62
04/08/2017;11;0;10;18;15;64
04/08/2017;12;0;11;19;14;68
04/08/2017;13;0;10;20;18;65
04/08/2017;14;0;12;24;16;68
04/08/2017;15;0;14;21;14;69
04/08/2017;16;0;11;17;22;58
04/08/2017;17;0;9;17;32;43
04/08/2017;18;0;10;19;30;44
04/08/2017;19;0;14;23;30;45
04/08/2017;20;0;16;24;24;51
04/08/2017;21;0;13;20;22;49
04/08/2017;22;0;11;19;24;43
04/08/2017;23;0;11;16;31;35
04/08/2017;24;0;9;15;33;29
05/08/2017;1;0;11;16;32;26
05/08/2017;2;0;10;12;28;23
05/08/2017;3;0;7;10;16;34
05/08/2017;4;0;3;5;8;49
05/08/2017;5;0;3;3;10;54
05/08/2017;6;0;4;2;13;48
05/08/2017;7;0;5;6;12;48
05/08/2017;8;0;6;8;16;43
05/08/2017;9;0;8;14;11;47
05/08/2017;10;0;7;13;8;56
05/08/2017;11;0;7;12;10;59
05/08/2017;12;0;8;11;9;62
05/08/2017;13;0;9;8;9;65
05/08/2017;14;0;10;8;8;67
05/08/2017;15;0;8;10;9;73
05/08/2017;16;0;7;9;9;75
05/08/2017;17;0;7;13;11;75
05/08/2017;18;0;8;12;9;73
05/08/2017;19;0;8;21;11;73
05/08/2017;20;0;8;18;11;71
05/08/2017;21;0;9;15;11;62
05/08/2017;22;0;8;9;12;58
05/08/2017;23;0;6;10;13;56
05/08/2017;24;0;6;9;13;54
06/08/2017;1;0;7;7;12;52
06/08/2017;2;0;6;6;11;53
06/08/2017;3;0;7;11;11;49
06/08/2017;4;0;6;14;9;54
06/08/2017;5;0;7;14;10;50
06/08/2017;6;0;6;14;17;42
06/08/2017;7;0;7;17;16;46
06/08/2017;8;0;6;15;10;58
06/08/2017;9;0;7;14;6;64
06/08/2017;10;0;7;12;6;68
06/08/2017;11;0;6;9;6;73
06/08/2017;12;0;7;10;5;76
06/08/2017;13;0;10;10;5;79
06/08/2017;14;0;9;12;6;85
06/08/2017;15;0;9;11;6;91
06/08/2017;16;0;8;12;11;92
06/08/2017;17;0;9;12;6;98
06/08/2017;18;0;7;9;11;91
06/08/2017;19;0;8;13;13;83
06/08/2017;20;0;10;13;14;78
06/08/2017;21;0;9;13;25;63
06/08/2017;22;0;10;13;28;54
06/08/2017;23;0;6;13;13;60
06/08/2017;24;0;6;12;11;58
07/08/2017;1;0;5;10;9;60
07/08/2017;2;0;5;6;9;57
07/08/2017;3;0;6;10;11;53
07/08/2017;4;0;5;8;14;47
07/08/2017;5;0;6;9;29;34
07/08/2017;6;0;6;13;40;25
07/08/2017;7;0;5;14;47;23
07/08/2017;8;0;7;18;41;39
07/08/2017;9;0;5;17;27;53
07/08/2017;10;0;7;16;20;67
07/08/2017;11;0;8;17;17;79
07/08/2017;12;0;10;11;11;90
07/08/2017;13;0;7;8;9;104
07/08/2017;14;0;8;15;9;107
07/08/2017;15;0;8;12;11;107
07/08/2017;16;0;8;10;9;110
07/08/2017;17;0;7;8;14;107
07/08/2017;18;0;8;9;13;100
07/08/2017;19;0;6;9;21;87
07/08/2017;20;0;9;17;31;70
07/08/2017;21;0;12;18;39;57
07/08/2017;22;0;11;19;43;49
07/08/2017;23;0;10;17;32;59
07/08/2017;24;0;9;13;17;69
08/08/2017;1;0;8;16;14;67
08/08/2017;2;0;7;15;13;65
08/08/2017;3;0;9;18;13;65
08/08/2017;4;0;8;15;15;63
08/08/2017;5;0;4;13;37;38
08/08/2017;6;0;8;14;59;21
08/08/2017;7;0;8;13;49;24
08/08/2017;8;0;8;17;53;14
08/08/2017;9;0;11;26;44;23
08/08/2017;10;0;10;19;33;42
08/08/2017;11;0;9;20;28;43
08/08/2017;12;0;11;20;27;35
08/08/2017;13;0;14;20;34;30
08/08/2017;14;0;16;21;26;51
08/08/2017;15;0;14;25;19;46
08/08/2017;16;0;8;12;18;43
08/08/2017;17;0;5;8;18;55
08/08/2017;18;0;5;7;20;58
08/08/2017;19;0;5;7;20;52
08/08/2017;20;0;7;11;25;46
08/08/2017;21;0;8;10;25;43
08/08/2017;22;0;8;6;24;45
08/08/2017;23;0;5;3;17;47
08/08/2017;24;0;5;4;16;45
09/08/2017;1;0;3;5;13;44
09/08/2017;2;0;4;4;14;40
09/08/2017;3;0;5;3;16;34
09/08/2017;4;0;5;5;15;34
09/08/2017;5;0;5;7;25;22
09/08/2017;6;0;4;8;38;13
09/08/2017;7;0;7;8;41;11
09/08/2017;8;0;6;13;38;19
09/08/2017;9;0;7;15;30;33
09/08/2017;10;0;8;14;24;43
09/08/2017;11;0;7;12;18;51
09/08/2017;12;0;8;6;22;46
09/08/2017;13;0;8;14;22;51
09/08/2017;14;0;8;13;15;60
09/08/2017;15;0;7;16;29;44
09/08/2017;16;0;9;13;29;41
09/08/2017;17;0;8;9;35;39
09/08/2017;18;0;8;8;38;40
09/08/2017;19;0;7;9;36;41
09/08/2017;20;0;7;10;35;36
09/08/2017;21;0;10;10;28;43
09/08/2017;22;0;9;9;20;48
09/08/2017;23;0;5;5;24;33
09/08/2017;24;0;6;9;26;26
10/08/2017;1;0;6;9;16;34
10/08/2017;2;0;5;3;13;35
10/08/2017;3;0;4;2;11;37
10/08/2017;4;0;6;4;12;32
10/08/2017;5;0;6;9;22;24
10/08/2017;6;0;10;10;29;21
10/08/2017;7;0;10;11;41;11
10/08/2017;8;0;13;18;37;18
10/08/2017;9;0;12;19;43;16
10/08/2017;10;0;13;24;44;18
10/08/2017;11;0;14;17;36;35
10/08/2017;12;0;12;14;36;39
10/08/2017;13;0;14;15;26;53
10/08/2017;14;0;12;14;18;71
10/08/2017;15;0;7;13;15;80
10/08/2017;16;0;4;5;15;78
10/08/2017;17;0;5;7;29;60
10/08/2017;18;0;6;10;27;65
10/08/2017;19;0;10;11;36;59
10/08/2017;20;0;8;9;34;54
10/08/2017;21;0;7;4;39;45
10/08/2017;22;0;8;6;26;46
10/08/2017;23;0;6;6;20;47
10/08/2017;24;0;8;6;15;48
11/08/2017;1;0;10;11;14;41
11/08/2017;2;0;11;14;10;47
11/08/2017;3;0;13;14;9;49
11/08/2017;4;0;14;15;12;42
11/08/2017;5;0;16;15;20;34
11/08/2017;6;0;18;19;33;23
11/08/2017;7;0;24;25;31;29
11/08/2017;8;0;27;32;37;24
11/08/2017;9;0;26;31;25;38
11/08/2017;10;0;23;29;20;51
11/08/2017;11;0;20;23;15;68
11/08/2017;12;0;18;19;12;80
11/08/2017;13;0;15;15;13;80
11/08/2017;14;0;11;20;14;76
11/08/2017;15;0;8;18;12;83
11/08/2017;16;0;9;18;18;76
11/08/2017;17;0;10;21;19;76
11/08/2017;18;0;15;23;17;80
11/08/2017;19;0;17;24;19;70
11/08/2017;20;0;18;25;n/d;50
11/08/2017;21;0;19;24;22;55
11/08/2017;22;0;11;13;11;64
11/08/2017;23;0;8;10;15;57
11/08/2017;24;0;6;11;16;51
12/08/2017;1;0;7;11;18;49
12/08/2017;2;0;7;10;13;49
12/08/2017;3;0;5;9;13;46
12/08/2017;4;0;4;7;12;46
12/08/2017;5;0;5;7;16;41
12/08/2017;6;0;5;6;17;38
12/08/2017;7;0;5;6;18;36
12/08/2017;8;0;6;10;19;33
12/08/2017;9;0;6;10;22;30
12/08/2017;10;0;6;9;22;34
12/08/2017;11;0;6;9;17;40
12/08/2017;12;0;6;9;16;42
12/08/2017;13;0;7;11;14;41
12/08/2017;14;0;8;8;15;37
12/08/2017;15;0;6;9;16;34
12/08/2017;16;0;5;8;20;29
12/08/2017;17;0;8;8;21;27
12/08/2017;18;0;7;10;24;23
12/08/2017;19;0;8;13;24;26
12/08/2017;20;0;8;9;33;17
12/08/2017;21;0;9;10;29;21
12/08/2017;22;0;7;11;13;35
12/08/2017;23;0;8;11;12;42
12/08/2017;24;0;7;10;11;46
13/08/2017;1;0;6;5;9;50
13/08/2017;2;0;5;6;8;47
13/08/2017;3;0;5;8;14;39
13/08/2017;4;0;5;7;12;41
13/08/2017;5;0;5;7;13;38
13/08/2017;6;0;4;8;20;33
13/08/2017;7;0;3;9;12;41
13/08/2017;8;0;5;11;15;42
13/08/2017;9;0;6;16;10;52
13/08/2017;10;0;6;14;8;62
13/08/2017;11;0;6;12;7;69
13/08/2017;12;0;8;9;12;69
13/08/2017;13;0;8;9;12;75
13/08/2017;14;0;10;14;12;78
13/08/2017;15;0;10;15;16;81
13/08/2017;16;0;12;14;22;79
13/08/2017;17;0;10;13;19;82
13/08/2017;18;0;11;19;17;82
13/08/2017;19;0;11;16;59;46
13/08/2017;20;0;13;15;61;47
13/08/2017;21;0;16;21;93;14
13/08/2017;22;0;16;23;82;10
13/08/2017;23;0;14;18;60;16
13/08/2017;24;0;12;14;39;32
14/08/2017;1;0;11;14;79;4
14/08/2017;2;0;15;21;69;3
14/08/2017;3;0;13;18;60;3
14/08/2017;4;0;13;16;53;7
14/08/2017;5;1;11;15;57;2
14/08/2017;6;0;13;18;54;4
14/08/2017;7;0;15;22;51;7
14/08/2017;8;0;16;26;54;14
14/08/2017;9;0;12;25;45;35
14/08/2017;10;0;9;19;25;61
14/08/2017;11;0;10;15;23;63
14/08/2017;12;0;11;11;18;73
14/08/2017;13;0;8;13;19;77
14/08/2017;14;0;8;13;17;79
14/08/2017;15;0;6;16;19;79
14/08/2017;16;0;6;9;18;75
14/08/2017;17;0;7;7;18;76
14/08/2017;18;0;7;5;26;69
14/08/2017;19;0;8;8;32;62
14/08/2017;20;0;11;11;50;39
14/08/2017;21;0;19;24;75;16
14/08/2017;22;0;18;24;70;15
14/08/2017;23;0;12;15;58;21
14/08/2017;24;0;10;9;48;24
15/08/2017;1;0;9;10;37;32
15/08/2017;2;0;7;11;24;37
15/08/2017;3;0;9;10;23;38
15/08/2017;4;0;8;12;22;38
15/08/2017;5;0;5;8;21;32
15/08/2017;6;0;5;7;21;29
15/08/2017;7;0;10;11;25;26
15/08/2017;8;0;10;15;25;32
15/08/2017;9;0;11;15;22;38
15/08/2017;10;0;9;15;26;37
15/08/2017;11;0;8;12;26;42
15/08/2017;12;0;8;14;22;52
15/08/2017;13;0;11;14;15;73
15/08/2017;14;0;12;17;10;79
15/08/2017;15;0;10;15;12;78
15/08/2017;16;0;13;14;20;67
15/08/2017;17;0;12;15;26;56
15/08/2017;18;0;9;12;26;48
15/08/2017;19;0;9;12;36;33
15/08/2017;20;0;12;12;49;20
15/08/2017;21;0;13;14;50;15
15/08/2017;22;0;15;17;37;30
15/08/2017;23;0;11;13;24;51
15/08/2017;24;0;8;12;14;62
16/08/2017;1;0;7;11;11;60
16/08/2017;2;0;6;7;8;59
16/08/2017;3;0;6;6;9;56
16/08/2017;4;0;4;5;14;48
16/08/2017;5;0;5;6;23;38
16/08/2017;6;0;5;9;34;29
16/08/2017;7;0;8;8;40;27
16/08/2017;8;0;8;14;42;25
16/08/2017;9;0;6;18;49;21
16/08/2017;10;0;10;19;48;23
16/08/2017;11;0;9;19;28;50
16/08/2017;12;0;10;9;20;63
16/08/2017;13;0;9;12;21;69
16/08/2017;14;0;10;12;17;79
16/08/2017;15;0;10;12;19;84
16/08/2017;16;0;7;12;16;83
16/08/2017;17;0;11;12;28;80
16/08/2017;18;0;13;16;36;66
16/08/2017;19;0;13;13;41;54
16/08/2017;20;0;13;16;61;29
16/08/2017;21;0;15;23;86;7
16/08/2017;22;0;19;20;46;34
16/08/2017;23;0;13;15;36;39
16/08/2017;24;1;12;16;36;33
17/08/2017;1;0;12;17;36;29
17/08/2017;2;0;9;11;21;46
17/08/2017;3;0;7;7;19;40
17/08/2017;4;0;8;10;23;36
17/08/2017;5;0;6;10;28;25
17/08/2017;6;0;7;10;33;19
17/08/2017;7;0;8;10;33;20
17/08/2017;8;0;7;10;29;22
17/08/2017;9;0;6;8;27;19
17/08/2017;10;0;6;9;25;20
17/08/2017;11;0;7;10;21;22
17/08/2017;12;0;8;11;21;23
17/08/2017;13;0;9;11;20;23
17/08/2017;14;0;6;12;21;24
17/08/2017;15;0;8;13;20;31
17/08/2017;16;0;6;13;24;36
17/08/2017;17;0;5;7;26;29
17/08/2017;18;0;6;8;20;25
17/08/2017;19;0;8;7;31;15
17/08/2017;20;0;9;8;30;11
17/08/2017;21;0;9;6;24;17
17/08/2017;22;0;7;6;25;15
17/08/2017;23;0;8;4;17;16
17/08/2017;24;0;5;5;13;17
18/08/2017;1;0;3;5;8;22
18/08/2017;2;0;2;1;7;32
18/08/2017;3;0;3;2;11;29
18/08/2017;4;0;4;5;11;21
18/08/2017;5;0;3;7;21;11
18/08/2017;6;0;5;6;30;5
18/08/2017;7;0;5;7;34;6
18/08/2017;8;0;6;5;36;16
18/08/2017;9;0;5;6;34;21
18/08/2017;10;0;6;6;29;35
18/08/2017;11;0;6;9;31;41
18/08/2017;12;0;4;6;30;39
18/08/2017;13;0;4;5;26;40
18/08/2017;14;0;7;7;23;42
18/08/2017;15;0;6;8;18;53
18/08/2017;16;0;7;8;16;57
18/08/2017;17;0;5;11;26;45
18/08/2017;18;0;10;16;23;51
18/08/2017;19;0;11;12;14;57
18/08/2017;20;0;9;12;13;56
18/08/2017;21;0;9;11;14;55
18/08/2017;22;0;7;11;13;54
18/08/2017;23;0;6;11;17;48
18/08/2017;24;0;8;10;12;53
19/08/2017;1;0;6;10;12;50
19/08/2017;2;0;5;9;10;51
19/08/2017;3;0;4;11;11;46
19/08/2017;4;0;6;10;10;45
19/08/2017;5;0;5;11;13;39
19/08/2017;6;0;4;12;17;36
19/08/2017;7;0;4;11;17;36
19/08/2017;8;0;6;16;15;39
19/08/2017;9;0;7;18;12;46
19/08/2017;10;0;n/d;16;11;52
19/08/2017;11;0;n/d;14;10;53
19/08/2017;12;0;10;14;11;56
19/08/2017;13;0;8;9;9;60
19/08/2017;14;0;10;8;11;59
19/08/2017;15;0;8;14;17;56
19/08/2017;16;0;9;13;9;67
19/08/2017;17;0;10;17;22;54
19/08/2017;18;0;9;16;22;56
19/08/2017;19;0;11;17;35;41
19/08/2017;20;0;13;18;20;58
19/08/2017;21;0;10;15;12;60
19/08/2017;22;0;8;12;12;57
19/08/2017;23;0;8;13;11;56
19/08/2017;24;0;7;13;23;40
20/08/2017;1;0;9;13;24;41
20/08/2017;2;0;8;13;16;46
20/08/2017;3;0;6;13;11;48
20/08/2017;4;0;7;11;12;42
20/08/2017;5;0;6;12;11;42
20/08/2017;6;0;6;13;16;36
20/08/2017;7;0;8;13;20;32
20/08/2017;8;0;7;16;15;37
20/08/2017;9;0;7;17;11;46
20/08/2017;10;0;7;16;8;55
20/08/2017;11;0;8;12;5;65
20/08/2017;12;0;9;11;7;67
20/08/2017;13;0;10;11;6;71
20/08/2017;14;0;8;13;7;68
20/08/2017;15;0;7;13;7;71
20/08/2017;16;0;7;12;7;73
20/08/2017;17;0;6;10;13;67
20/08/2017;18;0;7;11;13;67
20/08/2017;19;0;8;16;22;55
20/08/2017;20;0;8;13;38;34
20/08/2017;21;0;11;15;33;40
20/08/2017;22;0;11;15;34;42
20/08/2017;23;0;10;13;40;30
20/08/2017;24;0;6;13;25;40
21/08/2017;1;0;6;10;27;35
21/08/2017;2;0;6;9;27;32
21/08/2017;3;0;8;13;43;15
21/08/2017;4;0;8;12;34;24
21/08/2017;5;0;6;11;37;19
21/08/2017;6;0;7;12;47;15
21/08/2017;7;0;6;15;52;17
21/08/2017;8;0;7;14;42;26
21/08/2017;9;0;8;13;31;40
21/08/2017;10;0;8;15;21;44
21/08/2017;11;0;8;13;20;43
21/08/2017;12;0;8;12;16;43
21/08/2017;13;0;10;11;16;44
21/08/2017;14;0;9;12;15;42
21/08/2017;15;0;8;11;15;42
21/08/2017;16;0;8;14;18;36
21/08/2017;17;0;8;11;21;30
21/08/2017;18;0;8;13;24;30
21/08/2017;19;0;10;10;22;28
21/08/2017;20;0;10;12;28;17
21/08/2017;21;0;10;13;34;11
21/08/2017;22;0;12;14;32;12
21/08/2017;23;0;11;12;41;5
21/08/2017;24;0;10;14;37;8
22/08/2017;1;0;8;11;40;4
22/08/2017;2;0;n/d;n/d;40;4
22/08/2017;3;0;n/d;n/d;30;8
22/08/2017;4;0;9;9;28;5
22/08/2017;5;0;9;11;31;3
22/08/2017;6;0;11;14;39;6
22/08/2017;7;0;9;17;33;19
22/08/2017;8;0;13;19;40;19
22/08/2017;9;0;15;28;40;32
22/08/2017;10;0;17;31;39;41
22/08/2017;11;0;18;27;27;52
22/08/2017;12;0;15;23;28;57
22/08/2017;13;0;14;20;12;84
22/08/2017;14;0;12;16;15;94
22/08/2017;15;0;12;15;11;107
22/08/2017;16;0;8;9;14;93
22/08/2017;17;0;8;10;12;76
22/08/2017;18;0;10;11;13;76
22/08/2017;19;0;9;13;22;65
22/08/2017;20;0;11;17;24;54
22/08/2017;21;0;12;19;24;52
22/08/2017;22;0;10;18;27;45
22/08/2017;23;0;9;16;31;41
22/08/2017;24;0;8;11;22;45
23/08/2017;1;0;6;11;20;47
23/08/2017;2;0;6;11;14;53
23/08/2017;3;0;7;9;15;50
23/08/2017;4;0;10;9;17;45
23/08/2017;5;0;8;10;38;21
23/08/2017;6;0;11;16;58;5
23/08/2017;7;0;12;26;46;14
23/08/2017;8;0;10;25;40;18
23/08/2017;9;0;n/d;n/d;31;28
23/08/2017;10;0;n/d;n/d;25;47
23/08/2017;11;0;n/d;n/d;21;66
23/08/2017;12;0;18;25;20;78
23/08/2017;13;0;19;30;21;83
23/08/2017;14;0;19;30;24;85
23/08/2017;15;0;16;29;11;85
23/08/2017;16;0;13;25;9;83
23/08/2017;17;0;9;22;13;53
23/08/2017;18;0;10;17;14;41
23/08/2017;19;0;9;14;14;43
23/08/2017;20;0;9;12;17;43
23/08/2017;21;0;13;19;19;46
23/08/2017;22;0;11;19;18;46
23/08/2017;23;0;17;22;18;47
23/08/2017;24;0;14;19;16;47
24/08/2017;1;0;7;12;12;49
24/08/2017;2;0;6;12;11;50
24/08/2017;3;0;8;12;11;49
24/08/2017;4;0;7;9;10;47
24/08/2017;5;0;7;10;18;41
24/08/2017;6;0;7;10;31;29
24/08/2017;7;0;10;16;55;10
24/08/2017;8;0;13;28;58;10
24/08/2017;9;0;16;38;59;11
24/08/2017;10;0;18;36;58;13
24/08/2017;11;0;17;32;48;25
24/08/2017;12;0;16;26;36;40
24/08/2017;13;0;11;18;30;52
24/08/2017;14;0;9;18;30;54
24/08/2017;15;0;10;20;29;57
24/08/2017;16;0;9;22;40;50
24/08/2017;17;0;11;25;46;47
24/08/2017;18;0;13;27;48;48
24/08/2017;19;0;15;24;48;44
24/08/2017;20;0;15;25;43;50
24/08/2017;21;0;15;24;49;40
24/08/2017;22;0;14;21;59;35
24/08/2017;23;0;14;18;26;45
24/08/2017;24;0;12;16;15;44
25/08/2017;1;0;8;16;12;43
25/08/2017;2;0;5;10;11;42
25/08/2017;3;0;8;10;18;35
25/08/2017;4;0;7;12;25;27
25/08/2017;5;0;8;12;41;11
25/08/2017;6;0;9;15;46;6
25/08/2017;7;0;11;19;48;7
25/08/2017;8;0;8;22;51;10
25/08/2017;9;0;13;19;54;7
25/08/2017;10;0;15;18;53;10
25/08/2017;11;0;14;22;51;11
25/08/2017;12;0;12;14;41;29
25/08/2017;13;0;11;15;38;42
25/08/2017;14;0;13;16;51;27
25/08/2017;15;0;14;16;27;50
25/08/2017;16;0;13;14;31;50
25/08/2017;17;0;13;16;36;46
25/08/2017;18;0;14;18;52;37
25/08/2017;19;1;17;21;72;15
25/08/2017;20;0;20;23;69;15
25/08/2017;21;0;20;23;66;14
25/08/2017;22;1;20;25;77;5
25/08/2017;23;1;21;25;76;4
25/08/2017;24;1;24;28;79;2
26/08/2017;1;1;24;29;75;2
26/08/2017;2;1;22;29;67;2
26/08/2017;3;1;23;28;62;2
26/08/2017;4;1;24;31;55;2
26/08/2017;5;1;24;30;53;2
26/08/2017;6;1;26;34;53;2
26/08/2017;7;1;30;38;56;3
26/08/2017;8;1;33;40;58;4
26/08/2017;9;1;34;40;64;9
26/08/2017;10;1;35;43;68;13
26/08/2017;11;1;37;46;68;24
26/08/2017;12;0;31;40;47;54
26/08/2017;13;0;23;30;25;83
26/08/2017;14;0;17;22;25;95
26/08/2017;15;0;17;21;15;111
26/08/2017;16;0;16;22;18;114
26/08/2017;17;0;15;22;19;108
26/08/2017;18;0;16;21;20;106
26/08/2017;19;0;17;22;39;84
26/08/2017;20;0;25;30;58;74
26/08/2017;21;1;29;36;101;29
26/08/2017;22;0;28;40;46;58
26/08/2017;23;0;18;27;29;65
26/08/2017;24;0;18;26;29;65
27/08/2017;1;0;22;29;24;68
27/08/2017;2;0;24;34;22;68
27/08/2017;3;0;24;32;17;68
27/08/2017;4;0;25;33;18;59
27/08/2017;5;0;26;34;20;53
27/08/2017;6;0;23;34;24;44
27/08/2017;7;0;25;30;23;41
27/08/2017;8;0;22;21;28;32
27/08/2017;9;0;27;28;29;41
27/08/2017;10;0;29;36;28;59
27/08/2017;11;0;29;33;25;80
27/08/2017;12;0;21;25;17;97
27/08/2017;13;0;16;21;13;111
27/08/2017;14;0;16;16;12;122
27/08/2017;15;0;17;18;16;126
27/08/2017;16;0;15;17;15;132
27/08/2017;17;0;16;19;17;122
27/08/2017;18;0;15;20;23;106
27/08/2017;19;0;17;21;29;87
27/08/2017;20;0;19;19;46;63
27/08/2017;21;0;22;25;69;35
27/08/2017;22;0;25;29;57;47
27/08/2017;23;0;21;26;41;54
27/08/2017;24;0;19;23;31;56
28/08/2017;1;0;19;25;39;44
28/08/2017;2;0;21;27;46;36
28/08/2017;3;0;23;31;36;38
28/08/2017;4;0;25;32;38;32
28/08/2017;5;0;26;29;46;23
28/08/2017;6;0;24;30;66;8
28/08/2017;7;0;25;34;75;5
28/08/2017;8;0;29;42;81;10
28/08/2017;9;0;29;41;80;15
28/08/2017;10;0;26;40;62;45
28/08/2017;11;0;20;29;25;90
28/08/2017;12;0;17;22;18;112
