date;heure;CO;PM25;PM10;NO2;O3
;;mg/m3;microg/m3;microg/m3;microg/m3;microg/m3
01/09/2012;1;0;4;17;20;55
01/09/2012;2;0;4;16;20;49
01/09/2012;3;0;5;18;22;44
01/09/2012;4;0;7;19;26;36
01/09/2012;5;0;3;18;30;32
01/09/2012;6;0;6;20;44;19
01/09/2012;7;0;5;22;42;24
01/09/2012;8;0;6;22;38;32
01/09/2012;9;0;9;25;28;49
01/09/2012;10;0;11;24;16;64
01/09/2012;11;0;11;17;11;72
01/09/2012;12;0;11;16;10;77
01/09/2012;13;0;14;23;10;84
01/09/2012;14;0;14;19;9;89
01/09/2012;15;0;11;19;10;91
01/09/2012;16;0;12;28;12;93
01/09/2012;17;0;12;26;17;90
01/09/2012;18;0;14;24;24;84
01/09/2012;19;0;13;26;32;75
01/09/2012;20;0;17;32;29;57
01/09/2012;21;0;16;32;27;51
01/09/2012;22;0;16;31;26;46
01/09/2012;23;0;14;31;27;41
01/09/2012;24;0;17;30;28;36
02/09/2012;1;0;18;31;31;29
02/09/2012;2;0;17;31;25;30
02/09/2012;3;0;19;31;27;25
02/09/2012;4;0;20;28;27;22
02/09/2012;5;0;20;30;19;26
02/09/2012;6;0;19;31;21;23
02/09/2012;7;0;20;33;20;26
02/09/2012;8;0;17;33;33;17
02/09/2012;9;0;18;33;35;16
02/09/2012;10;0;18;33;16;38
02/09/2012;11;0;17;29;13;48
02/09/2012;12;0;19;30;11;61
02/09/2012;13;0;16;27;8;73
02/09/2012;14;0;10;23;9;77
02/09/2012;15;0;14;27;13;70
02/09/2012;16;0;16;28;13;72
02/09/2012;17;0;14;28;16;73
02/09/2012;18;0;11;23;21;67
02/09/2012;19;0;12;20;29;57
02/09/2012;20;0;14;24;21;59
02/09/2012;21;0;12;24;19;56
02/09/2012;22;0;15;21;18;54
02/09/2012;23;0;9;20;19;51
02/09/2012;24;0;7;18;16;50
03/09/2012;1;0;8;17;11;54
03/09/2012;2;0;8;16;9;53
03/09/2012;3;0;8;13;7;53
03/09/2012;4;0;8;17;11;46
03/09/2012;5;0;7;18;27;27
03/09/2012;6;0;8;17;45;10
03/09/2012;7;0;13;21;57;4
03/09/2012;8;1;14;29;54;6
03/09/2012;9;n/d;n/d;n/d;n/d;n/d
03/09/2012;10;n/d;n/d;n/d;n/d;n/d
03/09/2012;11;n/d;n/d;n/d;n/d;n/d
03/09/2012;12;0;7;19;24;27
03/09/2012;13;0;9;15;21;35
03/09/2012;14;0;7;16;28;30
03/09/2012;15;0;7;21;27;33
03/09/2012;16;0;7;27;23;44
03/09/2012;17;0;11;25;26;44
03/09/2012;18;0;12;25;33;34
03/09/2012;19;0;13;27;33;30
03/09/2012;20;0;15;29;36;25
03/09/2012;21;0;17;32;38;21
03/09/2012;22;0;16;32;46;13
03/09/2012;23;0;19;33;42;18
03/09/2012;24;0;21;34;39;17
04/09/2012;1;0;22;35;28;21
04/09/2012;2;0;23;33;22;25
04/09/2012;3;0;23;35;21;22
04/09/2012;4;0;28;38;24;18
04/09/2012;5;0;29;40;38;6
04/09/2012;6;0;32;44;45;3
04/09/2012;7;0;34;49;43;7
04/09/2012;8;0;37;61;37;15
04/09/2012;9;0;34;52;32;25
04/09/2012;10;0;30;54;27;36
04/09/2012;11;0;30;54;25;51
04/09/2012;12;0;30;47;20;69
04/09/2012;13;0;25;45;21;82
04/09/2012;14;0;22;35;23;84
04/09/2012;15;0;21;36;25;87
04/09/2012;16;0;21;37;27;95
04/09/2012;17;0;19;38;30;96
04/09/2012;18;0;16;34;31;90
04/09/2012;19;0;17;34;50;67
04/09/2012;20;1;23;39;74;38
04/09/2012;21;0;25;43;37;55
04/09/2012;22;0;21;36;20;64
04/09/2012;23;0;21;34;17;64
04/09/2012;24;0;18;28;16;59
05/09/2012;1;0;22;28;16;50
05/09/2012;2;0;23;33;15;43
05/09/2012;3;0;26;34;15;38
05/09/2012;4;0;29;34;18;34
05/09/2012;5;0;31;41;35;17
05/09/2012;6;0;34;45;41;10
05/09/2012;7;0;39;57;43;8
05/09/2012;8;0;47;64;39;12
05/09/2012;9;0;52;67;41;17
05/09/2012;10;0;43;n/d;34;35
05/09/2012;11;0;34;n/d;28;34
05/09/2012;12;0;30;66;24;37
05/09/2012;13;0;25;47;23;42
05/09/2012;14;0;22;40;25;39
05/09/2012;15;0;22;40;29;43
05/09/2012;16;0;18;37;30;47
05/09/2012;17;0;23;43;33;47
05/09/2012;18;0;24;44;35;43
05/09/2012;19;0;21;39;39;39
05/09/2012;20;0;22;38;33;46
05/09/2012;21;0;17;41;22;61
05/09/2012;22;0;14;39;19;60
05/09/2012;23;0;13;36;19;55
05/09/2012;24;0;13;35;18;53
06/09/2012;1;0;13;30;15;52
06/09/2012;2;0;10;28;14;51
06/09/2012;3;0;9;25;14;49
06/09/2012;4;0;11;23;24;37
06/09/2012;5;0;13;20;43;17
06/09/2012;6;0;12;23;57;5
06/09/2012;7;0;17;34;57;8
06/09/2012;8;0;20;40;54;12
06/09/2012;9;0;17;45;42;31
06/09/2012;10;0;16;46;29;54
06/09/2012;11;0;17;43;21;73
06/09/2012;12;0;14;36;18;81
06/09/2012;13;0;14;40;20;86
06/09/2012;14;0;14;n/d;24;83
06/09/2012;15;0;16;35;28;82
06/09/2012;16;0;14;38;25;90
06/09/2012;17;0;11;38;25;88
06/09/2012;18;0;13;36;32;79
06/09/2012;19;0;15;35;39;71
06/09/2012;20;0;19;33;57;48
06/09/2012;21;0;18;35;81;24
06/09/2012;22;0;17;32;59;37
06/09/2012;23;0;14;30;50;38
06/09/2012;24;0;11;29;52;34
07/09/2012;1;0;13;34;77;10
07/09/2012;2;0;17;35;47;39
07/09/2012;3;0;15;31;38;36
07/09/2012;4;0;12;29;43;n/d
07/09/2012;5;0;15;32;60;13
07/09/2012;6;0;14;38;80;3
07/09/2012;7;1;23;50;95;3
07/09/2012;8;1;26;54;91;8
07/09/2012;9;1;27;60;93;20
07/09/2012;10;0;25;58;69;42
07/09/2012;11;0;24;47;47;64
07/09/2012;12;0;22;44;50;63
07/09/2012;13;0;19;50;58;59
07/09/2012;14;0;19;50;54;74
07/09/2012;15;0;20;44;51;75
07/09/2012;16;0;18;45;61;62
07/09/2012;17;0;16;42;64;49
07/09/2012;18;0;15;43;58;62
07/09/2012;19;0;19;44;77;50
07/09/2012;20;1;26;52;123;7
07/09/2012;21;1;29;60;124;4
07/09/2012;22;1;34;60;115;3
07/09/2012;23;1;32;54;123;3
07/09/2012;24;1;35;64;138;3
08/09/2012;1;1;32;59;110;2
08/09/2012;2;1;21;40;100;2
08/09/2012;3;1;28;48;95;2
08/09/2012;4;1;26;47;89;2
08/09/2012;5;0;19;38;89;1
08/09/2012;6;0;21;41;86;2
08/09/2012;7;0;19;43;69;9
08/09/2012;8;0;18;43;71;16
08/09/2012;9;0;21;50;75;23
08/09/2012;10;0;24;50;74;40
08/09/2012;11;0;22;45;39;79
08/09/2012;12;0;20;34;21;95
08/09/2012;13;0;16;31;20;99
08/09/2012;14;0;13;27;21;98
08/09/2012;15;0;11;n/d;26;101
08/09/2012;16;0;11;19;38;100
08/09/2012;17;0;10;24;46;89
08/09/2012;18;0;10;22;53;74
08/09/2012;19;1;13;29;97;29
08/09/2012;20;1;22;40;86;26
08/09/2012;21;1;24;38;87;16
08/09/2012;22;1;31;46;106;5
08/09/2012;23;1;32;53;112;2
08/09/2012;24;1;28;48;111;2
09/09/2012;1;1;33;52;108;3
09/09/2012;2;1;34;57;115;3
09/09/2012;3;1;29;55;105;2
09/09/2012;4;1;26;48;101;0
09/09/2012;5;1;28;44;92;1
09/09/2012;6;0;28;41;77;3
09/09/2012;7;0;23;38;72;7
09/09/2012;8;0;21;35;55;23
09/09/2012;9;0;20;38;45;40
09/09/2012;10;0;22;37;47;55
09/09/2012;11;0;23;41;56;73
09/09/2012;12;0;23;34;45;104
09/09/2012;13;0;22;31;28;111
09/09/2012;14;0;13;32;25;106
09/09/2012;15;0;13;29;30;96
09/09/2012;16;0;14;31;37;97
09/09/2012;17;0;12;30;33;92
09/09/2012;18;0;14;30;56;64
09/09/2012;19;1;20;33;112;16
09/09/2012;20;1;28;44;129;3
09/09/2012;21;1;32;47;113;9
09/09/2012;22;0;25;39;94;22
09/09/2012;23;0;21;37;57;55
09/09/2012;24;0;18;35;24;82
10/09/2012;1;0;18;35;20;79
10/09/2012;2;0;18;32;16;80
10/09/2012;3;0;20;33;10;82
10/09/2012;4;0;21;34;9;80
10/09/2012;5;0;20;36;21;67
10/09/2012;6;0;21;35;42;45
10/09/2012;7;0;21;36;47;40
10/09/2012;8;0;20;50;56;36
10/09/2012;9;0;28;53;54;37
10/09/2012;10;0;24;60;45;48
10/09/2012;11;0;24;65;49;49
10/09/2012;12;0;23;47;44;58
10/09/2012;13;0;29;75;40;67
10/09/2012;14;0;24;65;37;72
10/09/2012;15;0;21;57;36;73
10/09/2012;16;0;20;51;38;75
10/09/2012;17;0;21;48;40;71
10/09/2012;18;0;19;44;54;55
10/09/2012;19;0;20;46;44;59
10/09/2012;20;0;21;46;49;49
10/09/2012;21;0;22;43;55;37
10/09/2012;22;0;23;38;47;38
10/09/2012;23;0;22;36;43;43
10/09/2012;24;0;19;32;35;40
11/09/2012;1;0;20;34;35;35
11/09/2012;2;0;17;34;14;51
11/09/2012;3;0;15;28;18;39
11/09/2012;4;0;13;25;21;33
11/09/2012;5;0;9;22;44;12
11/09/2012;6;0;9;21;54;4
11/09/2012;7;0;10;25;48;5
11/09/2012;8;0;11;33;48;6
11/09/2012;9;0;19;30;42;10
11/09/2012;10;0;12;38;47;9
11/09/2012;11;0;14;36;43;17
11/09/2012;12;0;11;18;57;23
11/09/2012;13;0;10;20;73;11
11/09/2012;14;0;11;18;72;11
11/09/2012;15;0;8;21;56;26
11/09/2012;16;0;9;17;67;15
11/09/2012;17;0;13;20;37;39
11/09/2012;18;0;10;18;30;49
11/09/2012;19;0;8;19;34;49
11/09/2012;20;0;10;18;41;38
11/09/2012;21;0;10;17;45;31
11/09/2012;22;0;7;19;51;26
11/09/2012;23;0;7;20;56;21
11/09/2012;24;0;7;18;48;25
12/09/2012;1;0;8;15;31;35
12/09/2012;2;0;5;13;29;45
12/09/2012;3;0;6;13;13;46
12/09/2012;4;0;6;11;16;43
12/09/2012;5;0;6;19;30;28
12/09/2012;6;0;4;16;47;15
12/09/2012;7;0;5;18;48;14
12/09/2012;8;0;9;29;49;21
12/09/2012;9;0;8;20;43;31
12/09/2012;10;0;7;21;34;42
12/09/2012;11;0;6;21;21;58
12/09/2012;12;0;6;19;30;51
12/09/2012;13;0;8;24;23;59
12/09/2012;14;0;7;24;25;62
12/09/2012;15;0;9;20;33;55
12/09/2012;16;0;9;21;35;54
12/09/2012;17;0;9;18;38;51
12/09/2012;18;0;10;16;42;42
12/09/2012;19;0;8;17;45;36
12/09/2012;20;0;7;19;42;33
12/09/2012;21;0;7;17;25;44
12/09/2012;22;0;7;15;28;39
12/09/2012;23;0;5;15;20;46
12/09/2012;24;0;4;16;15;47
13/09/2012;1;0;6;13;13;42
13/09/2012;2;0;5;n/d;12;42
13/09/2012;3;0;4;11;11;43
13/09/2012;4;0;6;7;12;43
13/09/2012;5;0;5;10;23;29
13/09/2012;6;0;5;14;39;14
13/09/2012;7;0;9;17;43;16
13/09/2012;8;0;8;21;38;26
13/09/2012;9;0;9;34;27;39
13/09/2012;10;0;11;29;25;46
13/09/2012;11;0;9;25;24;47
13/09/2012;12;0;9;34;26;50
13/09/2012;13;0;9;30;21;58
13/09/2012;14;0;8;23;20;61
13/09/2012;15;0;7;23;17;67
13/09/2012;16;0;7;23;18;68
13/09/2012;17;0;9;18;20;63
13/09/2012;18;0;9;22;28;56
13/09/2012;19;0;8;23;36;48
13/09/2012;20;0;10;25;36;42
13/09/2012;21;0;12;24;31;43
13/09/2012;22;0;9;24;31;40
13/09/2012;23;0;11;19;34;35
13/09/2012;24;0;9;20;44;24
14/09/2012;1;0;10;22;36;28
14/09/2012;2;0;7;15;24;43
14/09/2012;3;0;7;6;22;43
14/09/2012;4;0;5;10;27;n/d
14/09/2012;5;0;6;12;43;26
14/09/2012;6;0;9;14;69;9
14/09/2012;7;0;9;27;68;10
14/09/2012;8;0;9;32;57;16
14/09/2012;9;0;9;34;56;15
14/09/2012;10;0;11;28;45;24
14/09/2012;11;0;9;27;33;32
14/09/2012;12;0;12;20;33;34
14/09/2012;13;0;13;28;40;28
14/09/2012;14;0;11;22;36;31
14/09/2012;15;0;8;24;40;27
14/09/2012;16;0;11;25;35;30
14/09/2012;17;0;10;21;37;26
14/09/2012;18;0;10;20;44;19
14/09/2012;19;0;9;22;48;15
14/09/2012;20;0;10;18;50;11
14/09/2012;21;0;12;21;42;17
14/09/2012;22;0;10;16;24;39
14/09/2012;23;0;8;18;18;46
14/09/2012;24;0;8;20;27;35
15/09/2012;1;0;8;23;24;33
15/09/2012;2;0;7;22;21;31
15/09/2012;3;0;8;20;21;28
15/09/2012;4;0;8;19;23;24
15/09/2012;5;0;7;20;29;18
15/09/2012;6;0;7;22;39;7
15/09/2012;7;0;8;23;36;12
15/09/2012;8;0;9;29;29;20
15/09/2012;9;0;11;25;29;27
15/09/2012;10;0;10;24;24;42
15/09/2012;11;0;11;32;21;50
15/09/2012;12;0;11;34;19;56
15/09/2012;13;0;18;19;29;53
15/09/2012;14;0;20;26;27;61
15/09/2012;15;0;15;27;34;62
15/09/2012;16;0;14;32;39;60
15/09/2012;17;0;16;30;38;57
15/09/2012;18;0;18;34;55;41
15/09/2012;19;0;25;40;61;34
15/09/2012;20;0;25;39;84;13
15/09/2012;21;1;28;41;91;5
15/09/2012;22;1;28;44;100;2
15/09/2012;23;1;30;50;108;2
15/09/2012;24;1;31;53;97;1
16/09/2012;1;1;33;50;89;1
16/09/2012;2;1;30;47;79;1
16/09/2012;3;1;28;45;70;1
16/09/2012;4;1;24;36;62;2
16/09/2012;5;0;21;36;53;3
16/09/2012;6;0;19;26;47;9
16/09/2012;7;0;16;24;45;12
16/09/2012;8;0;17;37;49;17
16/09/2012;9;0;20;33;43;35
16/09/2012;10;0;19;29;31;58
16/09/2012;11;0;15;31;20;76
16/09/2012;12;0;14;30;17;87
16/09/2012;13;0;19;23;16;99
16/09/2012;14;0;19;32;22;104
16/09/2012;15;0;17;35;25;106
16/09/2012;16;0;18;35;28;103
16/09/2012;17;0;17;34;38;86
16/09/2012;18;0;22;37;51;67
16/09/2012;19;1;22;39;74;40
16/09/2012;20;1;26;39;102;13
16/09/2012;21;1;27;41;122;3
16/09/2012;22;1;26;40;103;5
16/09/2012;23;0;17;28;51;32
16/09/2012;24;0;13;24;29;36
17/09/2012;1;0;12;25;19;47
17/09/2012;2;0;11;23;12;53
17/09/2012;3;0;11;22;8;60
17/09/2012;4;0;11;21;11;57
17/09/2012;5;0;10;21;25;42
17/09/2012;6;0;11;22;36;32
17/09/2012;7;0;14;30;43;28
17/09/2012;8;0;18;32;35;35
17/09/2012;9;0;22;35;37;34
17/09/2012;10;0;25;35;41;33
17/09/2012;11;0;22;38;43;33
17/09/2012;12;0;21;37;38;39
17/09/2012;13;0;21;37;33;48
17/09/2012;14;0;21;36;31;55
17/09/2012;15;0;19;37;28;63
17/09/2012;16;0;16;36;30;66
17/09/2012;17;0;17;31;34;66
17/09/2012;18;0;17;31;51;51
17/09/2012;19;0;18;29;48;33
17/09/2012;20;0;16;22;40;30
17/09/2012;21;0;16;27;57;12
17/09/2012;22;0;16;27;60;8
17/09/2012;23;0;12;22;65;3
17/09/2012;24;0;11;19;67;2
18/09/2012;1;0;15;13;67;1
18/09/2012;2;0;18;26;61;1
18/09/2012;3;0;16;28;53;1
18/09/2012;4;0;15;23;49;1
18/09/2012;5;0;14;22;49;1
18/09/2012;6;0;17;26;55;1
18/09/2012;7;0;21;40;52;3
18/09/2012;8;0;15;32;42;15
18/09/2012;9;0;12;31;35;32
18/09/2012;10;0;8;26;36;34
18/09/2012;11;0;10;26;25;48
18/09/2012;12;0;11;24;24;51
18/09/2012;13;0;10;25;22;53
18/09/2012;14;0;8;23;23;60
18/09/2012;15;0;9;23;28;53
18/09/2012;16;0;9;28;28;56
18/09/2012;17;0;9;29;25;60
18/09/2012;18;0;10;23;27;56
18/09/2012;19;0;10;22;27;51
18/09/2012;20;0;10;21;25;47
18/09/2012;21;0;11;20;22;47
18/09/2012;22;0;7;20;20;49
18/09/2012;23;0;7;21;29;39
18/09/2012;24;0;7;22;29;36
19/09/2012;1;0;8;19;18;44
19/09/2012;2;0;6;17;17;40
19/09/2012;3;0;6;15;16;38
19/09/2012;4;0;6;14;20;31
19/09/2012;5;0;7;16;31;20
19/09/2012;6;0;6;21;55;3
19/09/2012;7;0;9;31;55;5
19/09/2012;8;0;8;30;53;13
19/09/2012;9;0;9;29;46;23
19/09/2012;10;n/d;11;29;n/d;n/d
19/09/2012;11;0;8;26;18;51
19/09/2012;12;0;13;31;16;53
19/09/2012;13;0;12;22;18;57
19/09/2012;14;0;12;25;18;62
19/09/2012;15;0;8;29;21;56
19/09/2012;16;0;8;19;19;58
19/09/2012;17;0;7;17;21;57
19/09/2012;18;0;10;19;32;46
19/09/2012;19;0;9;18;35;41
19/09/2012;20;0;9;19;41;35
19/09/2012;21;0;9;19;36;37
19/09/2012;22;0;8;18;35;36
19/09/2012;23;0;10;19;46;25
19/09/2012;24;0;3;20;54;17
20/09/2012;1;0;2;16;38;30
20/09/2012;2;0;5;16;57;5
20/09/2012;3;0;12;27;68;1
20/09/2012;4;0;10;25;68;1
20/09/2012;5;0;9;21;70;1
20/09/2012;6;0;9;20;70;3
20/09/2012;7;0;8;21;77;5
20/09/2012;8;0;6;30;80;9
20/09/2012;9;0;13;35;75;15
20/09/2012;10;0;16;41;62;26
20/09/2012;11;0;12;33;46;38
20/09/2012;12;0;12;25;40;44
20/09/2012;13;0;12;29;37;49
20/09/2012;14;0;9;24;42;48
20/09/2012;15;0;9;21;45;45
20/09/2012;16;0;15;28;54;39
20/09/2012;17;0;12;26;56;36
20/09/2012;18;0;11;28;55;35
20/09/2012;19;0;8;25;55;33
20/09/2012;20;0;11;24;59;31
20/09/2012;21;0;14;25;45;39
20/09/2012;22;0;7;24;34;49
20/09/2012;23;0;11;22;45;36
20/09/2012;24;0;10;25;45;33
21/09/2012;1;0;8;22;33;41
21/09/2012;2;0;7;20;25;48
21/09/2012;3;0;8;20;20;49
21/09/2012;4;0;9;18;23;n/d
21/09/2012;5;0;8;19;41;23
21/09/2012;6;0;7;23;66;3
21/09/2012;7;0;9;26;64;8
21/09/2012;8;1;13;34;73;8
21/09/2012;9;1;18;47;78;10
21/09/2012;10;1;23;53;84;15
21/09/2012;11;0;26;78;78;17
21/09/2012;12;0;19;47;80;14
21/09/2012;13;0;23;54;86;7
21/09/2012;14;1;27;57;92;4
21/09/2012;15;1;25;47;94;4
21/09/2012;16;1;23;34;79;9
21/09/2012;17;1;16;23;78;12
21/09/2012;18;1;12;20;82;11
21/09/2012;19;1;14;20;87;8
21/09/2012;20;1;17;24;85;8
21/09/2012;21;1;15;21;75;10
21/09/2012;22;0;17;23;50;24
21/09/2012;23;0;14;21;43;24
21/09/2012;24;0;15;23;43;16
22/09/2012;1;0;16;24;45;9
22/09/2012;2;0;17;26;44;5
22/09/2012;3;0;18;30;36;14
22/09/2012;4;0;20;33;37;13
22/09/2012;5;0;20;31;37;13
22/09/2012;6;0;22;33;47;3
22/09/2012;7;0;25;39;46;4
22/09/2012;8;0;25;40;43;10
22/09/2012;9;0;20;34;31;31
22/09/2012;10;0;14;24;24;43
22/09/2012;11;0;11;19;23;49
22/09/2012;12;0;13;21;17;59
22/09/2012;13;0;12;15;14;66
22/09/2012;14;0;11;15;19;64
22/09/2012;15;0;9;14;25;62
22/09/2012;16;0;9;20;27;62
22/09/2012;17;0;7;16;30;60
22/09/2012;18;0;8;13;38;50
22/09/2012;19;0;10;15;43;41
22/09/2012;20;0;12;22;50;32
22/09/2012;21;0;17;23;43;34
22/09/2012;22;0;15;20;34;37
22/09/2012;23;0;13;24;37;37
22/09/2012;24;0;16;24;36;33
23/09/2012;1;0;15;25;33;27
23/09/2012;2;0;16;22;22;33
23/09/2012;3;0;10;19;21;35
23/09/2012;4;0;12;15;17;39
23/09/2012;5;0;11;17;16;39
23/09/2012;6;0;12;17;18;37
23/09/2012;7;0;12;17;19;36
23/09/2012;8;0;13;21;18;35
23/09/2012;9;0;14;20;19;35
23/09/2012;10;0;12;19;20;35
23/09/2012;11;0;13;19;17;40
23/09/2012;12;0;11;20;17;44
23/09/2012;13;0;14;22;17;51
23/09/2012;14;0;15;20;20;57
23/09/2012;15;0;14;33;28;57
23/09/2012;16;1;15;30;53;41
23/09/2012;17;1;20;30;74;24
23/09/2012;18;1;23;38;101;4
23/09/2012;19;1;27;40;86;6
23/09/2012;20;1;25;40;97;2
23/09/2012;21;0;25;39;52;31
23/09/2012;22;0;13;22;56;21
23/09/2012;23;0;15;22;41;22
23/09/2012;24;0;11;18;11;55
24/09/2012;1;0;12;19;13;54
24/09/2012;2;0;7;9;11;53
24/09/2012;3;0;4;8;24;34
24/09/2012;4;0;6;5;30;29
24/09/2012;5;0;7;10;47;15
24/09/2012;6;0;7;14;54;12
24/09/2012;7;0;9;22;46;20
24/09/2012;8;0;9;19;35;36
24/09/2012;9;0;8;13;39;32
24/09/2012;10;0;6;13;24;33
24/09/2012;11;0;5;15;26;35
24/09/2012;12;0;7;16;25;45
24/09/2012;13;0;9;15;24;54
24/09/2012;14;0;7;20;26;58
24/09/2012;15;0;6;26;25;62
24/09/2012;16;0;7;25;31;56
24/09/2012;17;0;10;23;32;53
24/09/2012;18;0;8;26;32;51
24/09/2012;19;0;7;32;30;48
24/09/2012;20;0;9;27;23;50
24/09/2012;21;0;6;10;21;47
24/09/2012;22;0;7;8;21;49
24/09/2012;23;0;4;11;15;53
24/09/2012;24;0;5;7;9;60
25/09/2012;1;0;1;9;7;65
25/09/2012;2;0;7;10;6;65
25/09/2012;3;0;5;6;8;62
25/09/2012;4;0;4;4;9;63
25/09/2012;5;0;4;7;24;49
25/09/2012;6;0;1;7;40;34
25/09/2012;7;0;2;7;53;26
25/09/2012;8;0;3;12;47;33
25/09/2012;9;0;7;12;43;37
25/09/2012;10;0;4;13;40;38
25/09/2012;11;0;5;17;35;41
25/09/2012;12;0;6;16;30;45
25/09/2012;13;0;6;17;28;48
25/09/2012;14;0;8;27;31;46
25/09/2012;15;0;6;24;39;39
25/09/2012;16;0;8;15;43;36
25/09/2012;17;0;8;19;38;42
25/09/2012;18;0;6;13;37;43
25/09/2012;19;0;9;12;40;39
25/09/2012;20;0;6;10;35;40
25/09/2012;21;0;6;7;26;44
25/09/2012;22;0;5;13;16;54
25/09/2012;23;0;4;6;12;59
25/09/2012;24;0;5;5;8;62
26/09/2012;1;0;6;9;10;59
26/09/2012;2;0;6;18;7;64
26/09/2012;3;0;2;2;8;65
26/09/2012;4;0;1;4;9;63
26/09/2012;5;0;3;9;20;52
26/09/2012;6;0;4;11;38;37
26/09/2012;7;0;8;11;49;28
26/09/2012;8;0;8;12;49;26
26/09/2012;9;0;9;16;45;28
26/09/2012;10;0;9;20;37;34
26/09/2012;11;0;7;11;33;37
26/09/2012;12;0;6;10;30;42
26/09/2012;13;0;6;13;23;50
26/09/2012;14;0;6;20;34;43
26/09/2012;15;0;6;18;30;47
26/09/2012;16;0;7;21;47;30
26/09/2012;17;0;12;20;58;19
26/09/2012;18;0;11;15;60;15
26/09/2012;19;0;8;13;47;28
26/09/2012;20;0;9;13;64;8
26/09/2012;21;0;11;12;45;18
26/09/2012;22;0;8;14;27;29
26/09/2012;23;0;5;10;22;33
26/09/2012;24;0;4;11;16;36
27/09/2012;1;0;4;10;12;41
27/09/2012;2;0;4;11;11;42
27/09/2012;3;0;5;12;11;42
27/09/2012;4;0;3;13;12;42
27/09/2012;5;0;5;13;26;30
27/09/2012;6;0;7;12;42;18
27/09/2012;7;0;7;17;52;10
27/09/2012;8;0;7;21;52;10
27/09/2012;9;0;8;18;41;16
27/09/2012;10;0;9;22;41;16
27/09/2012;11;0;8;18;37;19
27/09/2012;12;0;8;13;37;22
27/09/2012;13;0;9;17;37;29
27/09/2012;14;0;10;n/d;42;28
27/09/2012;15;0;10;n/d;49;27
27/09/2012;16;0;10;n/d;49;28
27/09/2012;17;0;10;n/d;43;38
27/09/2012;18;0;9;n/d;54;30
27/09/2012;19;1;15;n/d;87;5
27/09/2012;20;1;21;n/d;90;2
27/09/2012;21;0;20;n/d;78;2
27/09/2012;22;0;18;n/d;73;2
27/09/2012;23;1;17;n/d;71;3
27/09/2012;24;0;14;n/d;61;2
28/09/2012;1;0;18;n/d;61;1
28/09/2012;2;0;17;n/d;58;2
28/09/2012;3;0;16;n/d;59;1
28/09/2012;4;0;20;n/d;53;n/d
28/09/2012;5;0;24;n/d;55;0
28/09/2012;6;1;23;n/d;69;1
28/09/2012;7;1;28;n/d;86;2
28/09/2012;8;1;34;54;104;3
28/09/2012;9;1;42;81;105;4
28/09/2012;10;1;37;73;88;7
28/09/2012;11;0;30;60;60;22
28/09/2012;12;0;16;30;43;34
28/09/2012;13;0;17;33;37;43
28/09/2012;14;0;12;29;29;51
28/09/2012;15;0;12;25;35;38
28/09/2012;16;0;11;26;36;36
28/09/2012;17;0;13;25;42;36
28/09/2012;18;0;11;25;54;28
28/09/2012;19;0;15;27;71;14
28/09/2012;20;0;17;31;78;8
28/09/2012;21;0;17;31;79;6
28/09/2012;22;0;17;30;79;4
28/09/2012;23;0;15;23;75;3
28/09/2012;24;0;14;25;73;4
29/09/2012;1;0;12;21;42;27
29/09/2012;2;0;9;18;34;29
29/09/2012;3;0;7;18;27;33
29/09/2012;4;0;9;16;20;35
29/09/2012;5;0;6;11;30;25
29/09/2012;6;0;8;18;51;7
29/09/2012;7;0;10;19;53;5
29/09/2012;8;0;10;19;45;16
29/09/2012;9;0;8;18;38;28
29/09/2012;10;0;8;10;27;42
29/09/2012;11;0;10;17;14;57
29/09/2012;12;0;14;24;16;56
29/09/2012;13;0;12;25;15;59
29/09/2012;14;0;9;22;15;62
29/09/2012;15;0;11;16;20;56
29/09/2012;16;0;10;20;26;47
29/09/2012;17;0;8;19;31;44
29/09/2012;18;0;9;18;39;35
29/09/2012;19;0;11;22;51;23
29/09/2012;20;0;15;23;43;28
29/09/2012;21;0;14;21;31;35
29/09/2012;22;0;12;20;28;37
29/09/2012;23;0;11;21;38;30
29/09/2012;24;0;9;19;49;21
30/09/2012;1;0;10;22;45;21
30/09/2012;2;0;9;24;43;19
30/09/2012;3;0;8;20;43;19
30/09/2012;4;0;11;19;33;26
30/09/2012;5;0;9;18;38;21
30/09/2012;6;0;10;21;58;1
30/09/2012;7;0;12;26;55;4
30/09/2012;8;0;15;23;59;5
30/09/2012;9;0;17;39;47;22
30/09/2012;10;0;14;31;21;57
30/09/2012;11;0;11;21;15;68
30/09/2012;12;0;12;23;27;59
30/09/2012;13;0;15;16;29;60
30/09/2012;14;0;13;16;27;64
30/09/2012;15;0;12;14;25;67
30/09/2012;16;0;12;17;32;63
30/09/2012;17;0;12;22;38;56
30/09/2012;18;0;13;32;60;37
30/09/2012;19;0;17;28;96;8
30/09/2012;20;1;19;31;105;2
30/09/2012;21;1;23;35;113;3
30/09/2012;22;1;32;60;118;3
30/09/2012;23;1;29;51;108;2
30/09/2012;24;1;31;55;103;2
01/10/2012;1;1;39;60;82;2
01/10/2012;2;1;35;52;73;1
01/10/2012;3;1;25;37;68;1
01/10/2012;4;0;19;30;60;6
01/10/2012;5;1;18;28;70;2
01/10/2012;6;1;29;48;79;0
01/10/2012;7;1;29;60;91;2
01/10/2012;8;1;29;65;95;3
01/10/2012;9;1;30;62;81;8
